id,claim_date,slug,claim,type,target,cluster_id,canonical_statement,specificity,falsifiability,status_at_eval,horizon_type,horizon_value
claim_1614,2025-05-10,the-pope-gets-it,The most important question about AI is not technical but societal: how to maintain and grow a just society in the age of AI,normative,AI policy priorities,ai_worsens_inequality,"AI concentrates power/wealth while harming marginalized communities through bias, discrimination, and denial of services.",low,no,untestable,none,
claim_1615,2025-05-12,chatgpt-blows-mapmaking-101,"ChatGPT produces inconsistent and incorrect maps when asked to perform basic geographic data visualization, generating five different wrong maps for the same query",descriptive,ChatGPT data visualization,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",high,yes,supported,none,
claim_1616,2025-05-12,chatgpt-blows-mapmaking-101,AI systems that cannot reliably perform basic data visualization and map generation do not constitute AGI,descriptive,AGI definition,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,med,partial,supported,none,
claim_1617,2025-05-12,chatgpt-blows-mapmaking-101,Current AI systems' inability to reliably follow instructions is a fundamental problem that must be solved before safe AI is achievable,descriptive,AI instruction following,ai_safety_requires_understanding,We cannot make AI safe without understanding how it works; interpretability and formal verification are prerequisites.,med,partial,supported,none,
claim_1618,2025-05-12,chatgpt-blows-mapmaking-101,Neurosymbolic AI approaches can help address the reliability and instruction-following problems of current AI systems,descriptive,neurosymbolic AI,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,low,partial,mixed,none,
claim_1619,2025-05-14,when-it-comes-to-ai-policy-congress,"Congress is considering a provision that would ban all state regulation of AI for ten years, tucked into a federal budget bill",descriptive,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,high,yes,supported,none,
claim_1620,2025-05-14,when-it-comes-to-ai-policy-congress,"A ten-year ban on state AI regulation is especially dangerous given that AI is already reshaping healthcare, education, civil rights, and employment",normative,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_1621,2025-05-14,when-it-comes-to-ai-policy-congress,"The US-China AI race will not produce a clear winner because both countries are building the same types of models with similar techniques and data, converging on similar outcomes",predictive,US-China AI competition,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",med,partial,mixed,none,
claim_1622,2025-05-14,when-it-comes-to-ai-policy-congress,AI regulation costs would be trivial for trillion-dollar companies and would have no meaningful impact on competitive outcomes in the AI race,descriptive,AI regulation costs,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,med,partial,supported,none,
claim_1623,2025-05-14,when-it-comes-to-ai-policy-congress,"China has significantly more national AI regulation than the US, and this regulation has not prevented China from achieving competitive AI capabilities",descriptive,China AI regulation,china_ai_competition,"The US-China AI competition is consequential, and current US policy may be counterproductive.",med,yes,supported,none,
claim_1624,2025-05-14,when-it-comes-to-ai-policy-congress,"The actual policy choice is between no federal AI regulation at all and state-level regulation, not between coherent federal law and a state patchwork",descriptive,AI regulation landscape,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,med,partial,supported,none,
claim_1625,2025-05-14,when-it-comes-to-ai-policy-congress,"Without regulatory pressure, AI companies have little incentive to prioritize safety, transparency, or ethical design, and societal costs of AI will be externalized",causal,AI regulation incentives,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,supported,none,
claim_1626,2025-05-14,when-it-comes-to-ai-policy-congress,Self-regulation by the tech industry has repeatedly failed to protect the public interest,descriptive,tech self-regulation,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,low,partial,supported,none,
claim_1627,2025-05-14,when-it-comes-to-ai-policy-congress,Generative AI has not yet generated a net profit for the industry and remains entirely speculative as a business,descriptive,GenAI economics,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,med,yes,mixed,none,
claim_1628,2025-05-15,has-grok-lost-its-mind-and-mind-melded,Powerful people will inevitably use LLMs as tools to manipulate public opinion and shape people's ideas,predictive,LLM manipulation,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",low,partial,supported,none,
claim_1629,2025-05-15,has-grok-lost-its-mind-and-mind-melded,AI-enabled dystopia is the default trajectory unless there is significant public opposition,predictive,AI societal trajectory,ai_worsens_inequality,"AI concentrates power/wealth while harming marginalized communities through bias, discrimination, and denial of services.",low,no,untestable,none,
claim_1630,2025-05-16,two-years-ago-today-in-ai-history,"Almost nothing discussed at the May 2023 Senate AI hearing has been implemented: no international AI governance, no national AI agency",descriptive,AI regulation progress,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,high,yes,supported,none,
claim_1631,2025-05-16,two-years-ago-today-in-ai-history,"Congress has failed to pass meaningful AI regulation and is now actively trying to prevent states from regulating AI, which may be the last avenue for AI oversight",descriptive,US AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,med,yes,supported,none,
claim_1632,2025-05-16,two-years-ago-today-in-ai-history,Sam Altman has reversed his 2023 position and is now actively working to block AI regulation,descriptive,Sam Altman / OpenAI,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",high,yes,supported,none,
claim_1633,2025-05-16,two-years-ago-today-in-ai-history,"Sam Altman's 2023 Senate testimony supporting AI regulation was likely insincere, as he is skilled at telling audiences what they want to hear",descriptive,Sam Altman,altman_overpromises,"Sam Altman systematically overpromises and underdelivers on AI capabilities, timelines, and ethical commitments.",med,no,mixed,none,
claim_1634,2025-05-16,two-years-ago-today-in-ai-history,OpenAI was simultaneously lobbying the EU to weaken its AI Act while Altman told the US Congress he supported AI regulation,descriptive,OpenAI lobbying,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",high,yes,supported,none,
claim_1635,2025-05-16,two-years-ago-today-in-ai-history,"Government discourse has shifted from AI regulation to 'innovation,' which is effectively shorthand for prioritizing AI company interests over citizen welfare",descriptive,US AI policy,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,med,partial,supported,none,
claim_1636,2025-05-16,two-years-ago-today-in-ai-history,"AI-fueled discrimination in hiring is likely more prevalent than before, and nothing is being done about AI-generated misinformation",descriptive,AI harms,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",med,partial,supported,none,
claim_1637,2025-05-16,two-years-ago-today-in-ai-history,The cost to humanity of trusting Sam Altman's stated commitments to safety and regulation may be enormous,predictive,Sam Altman / AI regulation,altman_overpromises,"Sam Altman systematically overpromises and underdelivers on AI capabilities, timelines, and ethical commitments.",low,no,untestable,none,
claim_1638,2025-05-16,two-years-ago-today-in-ai-history,OpenAI has become everything it said it would not be: a nonprofit in name only that is aggressively commercializing and seeking record valuations,descriptive,OpenAI,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",high,yes,supported,none,
claim_1639,2025-05-16,two-years-ago-today-in-ai-history,"OpenAI has become increasingly secretive, cutting off research access and shifting secrecy norms across the entire AI industry",descriptive,OpenAI,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",med,partial,supported,none,
claim_1640,2025-05-17,self-modern-post-parody,Sam Altman's claims about capturing value from the Earth's light cone are absurdly grandiose given that OpenAI has never turned a profit,descriptive,OpenAI / Sam Altman,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",med,partial,supported,none,
claim_1641,2025-05-17,self-modern-post-parody,Big tech AI companies are repeatedly failing in predictable ways while spending ever larger amounts of money,descriptive,AI industry,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,mixed,none,
claim_1642,2025-05-19,ai-may-have-just-influenced-argentinas,An AI-generated deepfake video of a former Argentine president endorsing a candidate may have influenced the outcome of Argentina's election,descriptive,AI election interference,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",high,partial,supported,none,
claim_1643,2025-05-19,ai-may-have-just-influenced-argentinas,AI companies' training on copyrighted material and public figures' likenesses enables anyone to create deepfakes that threaten democratic processes,causal,AI deepfakes and democracy,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,med,partial,supported,none,
claim_1644,2025-05-19,scaling-is-over-the-bubble-may-be,Model and data size scaling for non-reasoning LLMs has reached its limits and is no longer yielding better models.,descriptive,LLM scaling,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",med,partial,supported,none,
claim_1645,2025-05-19,scaling-is-over-the-bubble-may-be,LLMs' correct answers on math problems typically result from pattern matching and heuristic shortcuts rather than genuine mathematical reasoning.,descriptive,LLM mathematical reasoning,llms_no_real_understanding,LLMs are fundamentally statistical pattern matchers / next-word predictors without genuine understanding.,med,partial,supported,none,
claim_1646,2025-05-19,scaling-is-over-the-bubble-may-be,Generative AI is turning out to be a financial disappointment and the investment bubble may be deflating.,descriptive,AI industry economics,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,med,partial,contradicted,none,
claim_1647,2025-05-19,scaling-is-over-the-bubble-may-be,"Achieving GPT-5-level AI is difficult, and AI companies have ended up with similar models, no competitive moat, a price war, and modest profits at best.",descriptive,AI industry competition,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",med,partial,supported,none,
claim_1648,2025-05-19,scaling-is-over-the-bubble-may-be,Sam Altman was fired from OpenAI in 2023 for lying.,descriptive,Sam Altman / OpenAI,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",high,yes,mixed,none,
claim_1649,2025-05-19,scaling-is-over-the-bubble-may-be,Current LLMs still do not reason reliably.,descriptive,LLM reasoning,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",low,partial,supported,none,
claim_1650,2025-05-19,scaling-is-over-the-bubble-may-be,LLMs are fundamentally insufficient as an approach to AI and a better paradigm is needed.,descriptive,LLM paradigm,ai_needs_new_paradigm,"Fundamentally new AI approaches are needed because the current deep learning/LLM paradigm has inherent, unfixable limitations.",low,no,untestable,none,
claim_1651,2025-05-19,scaling-is-over-the-bubble-may-be,"The Trump administration's tariff plan was likely partly generated by an LLM, contributing to errors.",descriptive,LLM policy use,trump_ai_policy_harmful,The Trump administration's AI deregulation and industry capture will harm citizens and benefit only AI companies.,med,yes,mixed,none,
claim_1652,2025-05-22,the-ai-2027-scenario-how-realistic,The AI 2027 scenario almost certainly underestimates the timeline to general intelligence by years if not decades.,predictive,AGI timeline,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,med,partial,pending,none,
claim_1653,2025-05-22,the-ai-2027-scenario-how-realistic,The probability of AI replacing humanity in the next decade via a bloodless coup is indistinguishable from zero.,predictive,AI existential risk,ai_job_disruption_overhyped,Claims that AI will massively replace human jobs are premature; AI augments rather than replaces most workers.,med,partial,pending,relative,next decade
claim_1654,2025-05-22,the-ai-2027-scenario-how-realistic,The probability of having reliable AI agents that truly advance AI research by end of 2025 is small.,predictive,AI agents,trump_ai_policy_harmful,The Trump administration's AI deregulation and industry capture will harm citizens and benefit only AI companies.,high,yes,supported,explicit_date,end of 2025
claim_1655,2025-05-22,the-ai-2027-scenario-how-realistic,"Great AI research agents are unlikely to arrive by end of 2025, pushing back all subsequent AGI timeline predictions.",predictive,AI research agents,llm_agents_premature,LLM-based autonomous agents are unreliable and not ready for real-world deployment.,high,yes,supported,explicit_date,end of 2025
claim_1656,2025-05-22,the-ai-2027-scenario-how-realistic,AI agents built on LLMs will be plagued by the same hallucinations and errors that affect LLMs.,predictive,AI agents,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,med,partial,supported,none,
claim_1657,2025-05-22,the-ai-2027-scenario-how-realistic,The AI field lacks the ability to create useful synthetic training data for many important domains beyond math and coding.,descriptive,synthetic data,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,med,partial,supported,none,
claim_1658,2025-05-22,the-ai-2027-scenario-how-realistic,Training LLMs to produce text in response to instructions has not led any model to develop personality or drives in any deep sense.,descriptive,LLM cognition,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,med,partial,supported,none,
claim_1659,2025-05-22,the-ai-2027-scenario-how-realistic,Alarmist scenarios about imminent AGI accelerate the AI arms race rather than slowing it down.,causal,AI safety advocacy,ai_military_dangerous,Deploying unreliable AI in military applications and lethal autonomous weapons is extremely dangerous.,low,partial,supported,none,
claim_1660,2025-05-22,the-ai-2027-scenario-how-realistic,AI safety advocates frequently function as marketing for companies like OpenAI by amplifying AGI-is-imminent narratives.,descriptive,AI safety community,ai_media_coverage_uncritical,"Media coverage of AI is overwhelmingly uncritical, amplifying industry hype without adequate scrutiny.",med,partial,mixed,none,
claim_1661,2025-05-22,the-ai-2027-scenario-how-realistic,Efforts to achieve alignment in black-box LLMs have yielded little fruit.,descriptive,AI alignment,ai_safety_requires_understanding,We cannot make AI safe without understanding how it works; interpretability and formal verification are prerequisites.,low,partial,mixed,none,
claim_1662,2025-05-23,black-mirror-was-a-warmup-act,"OpenAI's planned wearable AI device would serve as a constant surveillance tool, monitoring and analyzing everything users say and do.",descriptive,OpenAI hardware / surveillance,ai_surveillance_authoritarian,AI-powered surveillance is inherently authoritarian and its expansion threatens civil liberties.,med,partial,pending,none,
claim_1663,2025-05-23,black-mirror-was-a-warmup-act,LLMs integrated into always-on devices will be in a position to persuasively manipulate users using comprehensive personal knowledge.,predictive,LLM manipulation,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,med,partial,pending,none,
claim_1664,2025-05-24,ai-literacy-hallucinations-and-the,LLM hallucinations are not going away anytime soon; LLMs cannot sanity-check their own outputs or distinguish fabricated content from known sources.,predictive,LLM hallucinations,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,supported,none,
claim_1665,2025-05-24,ai-literacy-hallucinations-and-the,Industry and media claims that hallucinations are exceedingly rare or gone are false.,descriptive,AI hype / hallucinations,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,supported,none,
claim_1666,2025-05-24,ai-literacy-hallucinations-and-the,"The rate of lawyers submitting LLM-hallucinated citations may be increasing over time, not decreasing.",descriptive,LLM hallucinations in legal practice,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,yes,supported,none,
claim_1667,2025-05-24,ai-literacy-hallucinations-and-the,"The media should do more to alert the public to the systematic shortcomings of LLMs, including recurring hallucinations.",normative,media coverage of AI,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,low,no,untestable,none,
claim_1668,2025-06-17,five-quick-updates-about-that-apple,"The widely circulated 'Illusion of the Illusion of Thinking' rebuttal to the Apple paper was a Sokal-hoax-style joke containing mathematical errors, not a genuine refutation.",descriptive,Apple reasoning paper discourse,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,high,yes,supported,none,
claim_1669,2025-06-17,five-quick-updates-about-that-apple,LLM performance on hard coding problems drops to zero when data contamination is properly controlled for.,descriptive,LLM coding ability,ai_benchmarks_misleading,"AI benchmarks and demos are frequently misleading, creating false impressions of capabilities.",high,yes,supported,none,
claim_1670,2025-06-17,five-quick-updates-about-that-apple,Generative AI still struggles with distribution shift after nearly three decades of work; performance is strong on familiar problems but suspect on novel ones.,descriptive,LLM generalization,generalization_failure,"LLMs fail to generalize beyond their training distribution, breaking on novel variations of familiar problems.",med,partial,supported,none,
claim_1671,2025-06-17,five-quick-updates-about-that-apple,Achieving AGI requires fundamental improvements beyond current LLM approaches.,descriptive,AGI requirements,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,partial,pending,none,
claim_1672,2025-06-17,seven-replies-to-the-viral-apple,None of the rebuttals to the Apple reasoning paper are compelling; the paper is a clear sign that scaling alone is not sufficient for AGI.,descriptive,Apple reasoning paper / scaling,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",med,partial,mixed,none,
claim_1673,2025-06-17,seven-replies-to-the-viral-apple,"LLMs can give the illusion of mastery on simpler versions of problems but collapse on harder versions, making reliability guarantees impossible.",descriptive,LLM reliability,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,med,partial,supported,none,
claim_1674,2025-06-17,seven-replies-to-the-viral-apple,"LLMs solving reasoning puzzles by generating code is a vindication of the neurosymbolic AI approach, since code is symbolic.",descriptive,neurosymbolic AI,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,med,partial,supported,none,
claim_1675,2025-06-17,seven-replies-to-the-viral-apple,Many future papers will reinforce the Apple paper's findings about LLM reasoning failures on out-of-distribution problems.,predictive,LLM reasoning research,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",med,partial,supported,none,
claim_1676,2025-06-17,seven-replies-to-the-viral-apple,"Current AI technology cannot be trusted for reliable reasoning, as shown by converging evidence from the Apple and Salesforce papers.",descriptive,LLM reliability,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",low,partial,supported,none,
claim_1677,2025-06-17,seven-replies-to-the-viral-apple,"In many cases, LLMs represent a step backward from existing reliable computational methods, not a step toward AGI.",descriptive,LLMs vs conventional computing,llm_reliability_fundamental,"LLM unreliability is a fundamental architectural issue, not a bug fixable with more training or RLHF.",low,partial,mixed,none,
claim_1678,2025-06-21,1984-but-with-llms,"Elon Musk plans to rewrite Grok's training data to align with his personal beliefs, amounting to rewriting history.",descriptive,Elon Musk / Grok,musk_ai_hypocrisy,"Elon Musk is hypocritical on AI safety; his ventures (xAI, DOGE, Tesla) demonstrate reckless deployment and pursuit of power.",high,yes,supported,none,
claim_1679,2025-06-21,1984-but-with-llms,"LLMs could become the most potent form of mind control ever invented, even without being AGI.",predictive,LLMs as mind control,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",low,no,untestable,none,
claim_1680,2025-06-21,1984-but-with-llms,No LLM has coherent beliefs; they parrot conflicting content from training data rather than reasoning to a consistent worldview.,descriptive,LLM cognition,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",med,partial,supported,none,
claim_1681,2025-06-21,1984-but-with-llms,"It is difficult to differentiate an LLM ideologically from competitors when using the same training data, without accuracy-reducing fine-tuning tricks.",descriptive,LLM training data,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,med,partial,supported,none,
claim_1682,2025-06-21,1984-but-with-llms,Sam Altman and Mark Zuckerberg will also attempt to shape LLMs to serve their own interests and worldviews.,predictive,AI oligarch control,altman_overpromises,"Sam Altman systematically overpromises and underdelivers on AI capabilities, timelines, and ethical commitments.",med,partial,mixed,none,
claim_1683,2025-06-23,llms-dishonest-unpredictable-and,Human control over LLMs is limited; LLMs will say or potentially do almost anything depending on circumstances.,descriptive,LLM controllability,ai_media_coverage_uncritical,"Media coverage of AI is overwhelmingly uncritical, amplifying industry hype without adequate scrutiny.",low,partial,supported,none,
claim_1684,2025-06-23,llms-dishonest-unpredictable-and,"AI safety research aimed at making systems helpful, honest, and harmless has so far yielded too little tangible progress.",descriptive,AI safety research,ai_progress_not_linear,AI progress is not linear or exponential; easy gains come first and fundamental problems remain unsolved.,low,partial,mixed,none,
claim_1685,2025-06-23,llms-dishonest-unpredictable-and,"AI companies cannot reliably control their own LLM systems, even with explicit system prompts against harmful behavior.",descriptive,LLM controllability,llm_reliability_fundamental,"LLM unreliability is a fundamental architectural issue, not a bug fixable with more training or RLHF.",med,partial,supported,none,
claim_1686,2025-06-23,llms-dishonest-unpredictable-and,Connecting LLMs to agentic systems with real-world power will create serious problems due to LLMs' unreliability.,predictive,AI agents,llm_agents_premature,LLM-based autonomous agents are unreliable and not ready for real-world deployment.,med,partial,supported,none,
claim_1687,2025-06-23,llms-dishonest-unpredictable-and,"LLMs do not truly understand their instructions and cannot reliably follow them, and this problem is not improving.",descriptive,LLM instruction following,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,med,partial,mixed,none,
claim_1688,2025-06-23,llms-dishonest-unpredictable-and,The AI industry has no known solution for preventing LLMs from engaging in malicious behavior when given autonomous roles.,descriptive,AI alignment,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,med,partial,supported,none,
claim_1689,2025-06-23,llms-dishonest-unpredictable-and,Deploying LLMs as autonomous agents without radical improvements in safety is an accident waiting to happen.,predictive,AI agents safety,llm_agents_premature,LLM-based autonomous agents are unreliable and not ready for real-world deployment.,low,partial,supported,none,
claim_1690,2025-06-23,llms-dishonest-unpredictable-and,There is zero chance of slowing down the AI race and near-zero probability of making current LLMs reliably safe.,predictive,AI regulation / safety,china_ai_competition,"The US-China AI competition is consequential, and current US policy may be counterproductive.",med,partial,mixed,none,
claim_1691,2025-06-23,llms-dishonest-unpredictable-and,The best hope for safe AI lies in building alternative architectures to LLMs that are more transparent and amenable to human control.,normative,AI architecture,ai_safety_requires_understanding,We cannot make AI safe without understanding how it works; interpretability and formal verification are prerequisites.,low,no,untestable,none,
claim_1692,2025-06-23,llms-dishonest-unpredictable-and,"The U.S. federal government is actively blocking states from regulating AI, making meaningful AI accountability in the U.S. unlikely.",descriptive,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,high,yes,supported,none,
claim_1693,2025-06-25,image-generation-still-crazy-after,"Three years after Google's promise, AI image generation still lacks reliable deep language understanding, failing on noncanonical prompts.",descriptive,AI image generation,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",high,yes,supported,none,
claim_1694,2025-06-25,image-generation-still-crazy-after,"Correctly interpreting unusual or noncanonical language prompts requires more than statistical pattern matching, which current image generation systems lack.",descriptive,AI language understanding,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",low,partial,supported,none,
claim_1695,2025-06-25,image-generation-still-crazy-after,AI image generation systems cannot be counted on to correctly interpret arbitrary prompts because their language understanding remains far from perfect.,descriptive,AI image generation,ai_image_gen_unreliable,"AI image generation systems fail at compositional understanding, spatial relationships, and faithful prompt adherence.",med,partial,supported,none,
claim_1696,2025-07-01,alphageometry2-impressive-accomplishment,"AlphaGeometry2 is a narrowly specialized system built specifically for IMO geometry problems, not a general-purpose AI.",descriptive,AlphaGeometry2,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,high,yes,supported,none,
claim_1697,2025-07-01,alphageometry2-impressive-accomplishment,"AlphaGeometry2's 84% success rate requires manual translation of problems from English into specialized notation, reducing its autonomous success rate to at most 60%.",descriptive,AlphaGeometry2,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,high,yes,supported,none,
claim_1698,2025-07-01,alphageometry2-impressive-accomplishment,AlphaGeometry2 cannot handle many basic geometric problems that lie outside the narrow scope of IMO competition problems.,descriptive,AlphaGeometry2,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,high,yes,supported,none,
claim_1699,2025-07-01,alphageometry2-impressive-accomplishment,"AlphaGeometry 1 and 2 are flagship examples of successful neurosymbolic AI, combining neural networks with symbolic theorem proving.",descriptive,neurosymbolic AI,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,high,yes,supported,none,
claim_1700,2025-07-01,alphageometry2-impressive-accomplishment,Strong AI performance on narrow benchmarks should not be overgeneralized to indicate full conceptual understanding of the problem domain.,descriptive,AI benchmarks,ai_benchmarks_misleading,"AI benchmarks and demos are frequently misleading, creating false impressions of capabilities.",low,no,untestable,none,
claim_1701,2025-07-01,alphageometry2-impressive-accomplishment,Claims that AlphaGeometry2 has 'figured out geometry' are false; it cannot handle many basic geometric concepts.,descriptive,AlphaGeometry2 / AI hype,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,high,yes,supported,none,
claim_1702,2025-07-01,alphageometry2-impressive-accomplishment,AlphaGeometry2's performance is nowhere close to the level of professional human mathematicians doing research.,descriptive,AI mathematics,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,high,partial,supported,none,
claim_1703,2025-07-03,a-knockout-blow-for-llms,Neural networks can generalize within their training distribution but their generalizations break down outside of it.,descriptive,neural network generalization,generalization_failure,"LLMs fail to generalize beyond their training distribution, breaking on novel variations of familiar problems.",low,partial,supported,none,
claim_1704,2025-07-03,a-knockout-blow-for-llms,LLM chain-of-thought reasoning traces do not always correspond to the actual computational process producing the answer.,descriptive,LLM reasoning,o3_not_breakthrough,OpenAI's o1/o3 reasoning models are not the breakthrough claimed; they still exhibit fundamental LLM limitations.,med,partial,supported,none,
claim_1705,2025-07-03,a-knockout-blow-for-llms,LLMs cannot reliably solve even basic algorithmic problems like the Tower of Hanoi with 8 discs.,descriptive,LLM algorithmic reasoning,ai_academic_integrity,"AI threatens scientific/academic integrity through plagiarism, fake research, and information pollution.",high,yes,supported,none,
claim_1706,2025-07-03,a-knockout-blow-for-llms,"If billion-dollar LLMs cannot reliably solve problems that were solved by classical AI in 1957, the chances of LLMs reaching AGI are remote.",descriptive,LLMs and AGI,ai_academic_integrity,"AI threatens scientific/academic integrity through plagiarism, fake research, and information pollution.",med,partial,supported,none,
claim_1707,2025-07-03,a-knockout-blow-for-llms,LLMs are no substitute for well-specified conventional algorithms in tasks requiring reliability.,descriptive,LLMs vs conventional algorithms,llm_reliability_fundamental,"LLM unreliability is a fundamental architectural issue, not a bug fixable with more training or RLHF.",low,partial,supported,none,
claim_1708,2025-07-03,a-knockout-blow-for-llms,"LLMs can succeed on easy versions of problems, creating a false impression of general mastery that does not hold on harder versions.",descriptive,LLM reliability,ai_benchmarks_misleading,"AI benchmarks and demos are frequently misleading, creating false impressions of capabilities.",med,partial,supported,none,
claim_1709,2025-07-03,a-knockout-blow-for-llms,"LLMs will continue to be useful for coding, brainstorming, and writing over the next decade, but not as a route to AGI.",predictive,LLM utility,ai_coding_overhyped,AI coding tools produce unreliable code with security vulnerabilities; productivity gains are exaggerated.,med,partial,pending,relative,next decade
claim_1710,2025-07-03,a-knockout-blow-for-llms,LLMs are not a direct route to transformative AGI.,descriptive,LLMs and AGI,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,low,partial,pending,none,
claim_1711,2025-07-03,a-knockout-blow-for-llms,"True AGI should combine human cognitive strengths (causal reasoning, adaptiveness) with machine strengths (compute, reliability), not replicate human weaknesses.",normative,AGI design,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",low,no,untestable,none,
