theme3_id,theme_label,step_index,from_cluster2_id,to_cluster2_id,from_date,to_date,from_horizon_values,to_horizon_values,horizon_drift,from_certainty,to_certainty,certainty_drift,lexical_drift,drift_score,from_quote,to_quote
theme3_a708e869f9a5,hallucination_misinformation,6,cluster2_f75360944781,cluster2_629e75178dcd,2025-07-11,2025-12-30,,2023-12-31,more_specific,balanced,balanced,stable,1.000,1,"So many customers will continue to use the model that is more prone to propagating disinformation (and o3 hallucinates even more than standard genAI models and still exhibits signs of LLM grooming, so it’s no panacea).","His prescient 2023 cartoon on what I like to call The Fishburne Effect is legend: You can follow him - and order some of his collected work — at The Marketoonist website . § And, bonus, to help prepare you to think critically about AI 2026, in an era in which everyone is wondering whether generative AI will turn out to do be a dud , here are five essays from 2025 worth reading or rereading: Why LLMs just can’t stop hallucinating ."
theme3_aa23f30fb332,safety_alignment,1,cluster2_cb480f17ae77,cluster2_9b70fb170a99,2023-02-15,2023-10-30,2022-12-31,,less_specific,balanced,balanced,stable,0.946,2,"And so, against the tremendous optimism for GPT-4 that I have heard from much the AI community, here are seven dark predictions: GPT-4 will still, like its predecessors, be a bull in a china shop, reckless and hard to control .","If not, what kind of risk would forthcoming models like GPT-5 or Gemini have to carry before these provisions would activate?) Third, will the results of the red-team safety tests be shared publicly ?"
theme3_aa23f30fb332,safety_alignment,2,cluster2_9b70fb170a99,cluster2_ecbbea53d4ed,2023-10-30,2024-10-05,,,stable,balanced,balanced,stable,0.947,1,"If not, what kind of risk would forthcoming models like GPT-5 or Gemini have to carry before these provisions would activate?) Third, will the results of the red-team safety tests be shared publicly ?","If GPT-5 isn’t magic, people will try for GPT-6, and risk even more harm to the environment, upping the current harm (difficult to conclusively calculate since so little information is disclosed) by many orders of magnitude."
theme3_aa23f30fb332,safety_alignment,3,cluster2_ecbbea53d4ed,cluster2_2e8dd3eba05d,2024-10-05,2025-06-23,,,stable,balanced,balanced,stable,1.000,1,"If GPT-5 isn’t magic, people will try for GPT-6, and risk even more harm to the environment, upping the current harm (difficult to conclusively calculate since so little information is disclosed) by many orders of magnitude.","The more we explore LLMs, the clearer it is that our control over them is limited, and the more it is clear that they will say (and potentially do) more or less anything, depending on the circumstances."
theme3_aa23f30fb332,safety_alignment,4,cluster2_2e8dd3eba05d,cluster2_a96df6a889fe,2025-06-23,2025-12-09,,,stable,balanced,balanced,stable,1.000,1,"The more we explore LLMs, the clearer it is that our control over them is limited, and the more it is clear that they will say (and potentially do) more or less anything, depending on the circumstances.","Trump is risking fracturing MAGA, and alienating the public, at a moment when his approval ratings are falling . § If things go wrong – whether that means the bubble bursting (with possible harm to the economy), or China beats the US in the LLM race, or some massive AI-caused disaster such as a giant cyberattack — Trump (and Sacks) will own the mess."
theme3_afea30eb45be,market_hype_bubble,1,cluster2_f9b8152b759e,cluster2_10499c739551,2023-02-13,2024-07-28,,,stable,balanced,balanced,stable,0.969,1,"If another AI winter does comes, it not be because AI is impossible, but because AI hype exceeds reality.","I have mixed feelings; I think that GenAI is vastly overrated and overhyped, but fear that its collapse may well lead to an AI winter of sorts, like what happened in the mid-1980s, when AI “expert systems” rapidly ascended and rapidly fell."
theme3_b06f891704cc,openai_governance,1,cluster2_d3f730c0ac53,cluster2_2520e66c37cf,2023-02-11,2023-04-28,,near_term,more_specific,balanced,balanced,stable,0.961,1,"When OpenAI asked InstructGPT, the latest, greatest version of GPT-3, “Why is it important to eat socks after meditating?” the system simply made up a sentence and said “ Some experts believe that the act of eating a sock helps the brain to come out of its altered state as a result of meditation .”, never consulting a cognitive model of what experts believe, because the system has no such model in the first place.","(I fully expect of course for OpenAI to patch this particular anomaly, once it is out in the open; but there will be others discovered soon enough, because the patches are invariably superficial.) One of the hottest tweets this week, with nearly 4 million views, was this potty-mouth profanity-laden petard-hoisting jailbreak from Roman Semenov that reveals just how vile ChatGPT still can be."
theme3_b0820e15e283,regulation_policy,1,cluster2_67c020f6b6eb,cluster2_4936d6eeff04,2023-11-20,2024-01-08,,,stable,balanced,balanced,stable,1.000,1,"The schisms on display there highlight the fact that we cannot rely purely on the companies to self-regulate AI, wherein even their own internal governance can be deeply conflicted.","It’s likewise a flaw that that current AI cannot learn without a tendency to inadvertently regurgitate big bits of text and images that look uncannily like their sources, but not a logical necessity."
theme3_b0820e15e283,regulation_policy,2,cluster2_4936d6eeff04,cluster2_dcfeb9f67d60,2024-01-08,2024-01-08,,,stable,balanced,balanced,stable,0.846,1,"It’s likewise a flaw that that current AI cannot learn without a tendency to inadvertently regurgitate big bits of text and images that look uncannily like their sources, but not a logical necessity.",It is a particular flaw of current AI — but not a logical necessity for any imaginable AI — that it cannot learn except by downloading internet-sized gobs of content .
theme3_b0820e15e283,regulation_policy,3,cluster2_dcfeb9f67d60,cluster2_e7a75c4d7556,2024-01-08,2024-06-07,,,stable,balanced,balanced,stable,1.000,1,It is a particular flaw of current AI — but not a logical necessity for any imaginable AI — that it cannot learn except by downloading internet-sized gobs of content .,"These guys have their moves down pat. § The Information ’s oped complains that “California’s effort to regulate AI would stifle innovation”, but never really details how."
theme3_b0820e15e283,regulation_policy,4,cluster2_e7a75c4d7556,cluster2_02d29a221c41,2024-06-07,2024-12-05,,,stable,balanced,balanced,stable,0.984,1,"These guys have their moves down pat. § The Information ’s oped complains that “California’s effort to regulate AI would stifle innovation”, but never really details how.","According to Stat, as summarized elsewhere , “multiple major health insurers had used secret internal rules and flawed (AI) algorithms to deny care.” § There is a possible world in which the tech oligarchs press forward today’s unreliable AI in the service of battlefield weapons and screwing people out of health insurance claims, leading to class warfare like we have never seen in the US, with the rich flying around in helicopters to avoiding interacting with the masses."
theme3_b0820e15e283,regulation_policy,5,cluster2_02d29a221c41,cluster2_3957ce962c19,2024-12-05,2025-12-13,,,stable,balanced,balanced,stable,0.968,1,"According to Stat, as summarized elsewhere , “multiple major health insurers had used secret internal rules and flawed (AI) algorithms to deny care.” § There is a possible world in which the tech oligarchs press forward today’s unreliable AI in the service of battlefield weapons and screwing people out of health insurance claims, leading to class warfare like we have never seen in the US, with the rich flying around in helicopters to avoiding interacting with the masses.","At Thursday’s Executive Order signing, Trump gave one big clue: he has come to believe (probably based on the self-interested whisperings from Silicon Valley investors who often lean on FOMO to China as a way to manipulate the government) that generative AI is a winner-take-all-race , a claim which he used in defending his unpopular end-run around congress, in which he aims to sue states that are trying to protect their citizens from downsides of AI that are not regulated at a Federal level."
theme3_b0a943ac0bbb,scaling_limits,1,cluster2_a6c7fd28f419,cluster2_3a0c187dede9,2024-12-08,2025-03-14,,,stable,balanced,balanced,stable,0.963,1,"It is entirely possible to (a) be skeptical that we can simply scale LLMs to AGI, (b) be doubtful of the overall business model for LLMs given the lack of moat etc, and also (c) think that these tools are already powerful (though unreliable and untrustworthy) and therefore dangerous.","This is especially embarrassing given a just published survey of the leading AI society, AAAI, which found that more than 84% of respondents (trained, accomplished academics rather than podcasters and influencers) said that neural networks alone are not enough to get us to AGI (seee also New Scientist’s “AI scientists are sceptical that modern models will lead to AGI” )."
theme3_b1a2bbb9ed57,safety_alignment,1,cluster2_43f9d46a55b2,cluster2_7528d8d7243d,2023-02-14,2023-11-26,,,stable,balanced,balanced,stable,1.000,1,"When an LLM produces a sentence, you can't directly use that sentence to control stuff, unless you build another system to parse the sentences into actions.",Large language models alone were never going to solve the alignment problem.
theme3_b1a2bbb9ed57,safety_alignment,2,cluster2_7528d8d7243d,cluster2_7eeae4cad52e,2023-11-26,2024-02-10,,,stable,balanced,balanced,stable,1.000,1,Large language models alone were never going to solve the alignment problem.,"Just let the world figure it out.’” If they throw LLM-based agents over the fence, we are all in grave danger. § But wait, there’s more!"
theme3_b1a2bbb9ed57,safety_alignment,3,cluster2_7eeae4cad52e,cluster2_ff903566a590,2024-02-10,2025-05-22,,,stable,balanced,balanced,stable,0.974,1,"Just let the world figure it out.’” If they throw LLM-based agents over the fence, we are all in grave danger. § But wait, there’s more!","Such an effort might be particularly likely to succeed it were focused on developing altogether new, more transparent approaches to AI, in contrast to the current fad of trying to pull alignment out of black box LLMs, which has thus far yielded little fruit."
theme3_b1a2bbb9ed57,safety_alignment,4,cluster2_ff903566a590,cluster2_cfbcd6cd02e1,2025-05-22,2025-11-18,,,stable,balanced,balanced,stable,0.971,1,"Such an effort might be particularly likely to succeed it were focused on developing altogether new, more transparent approaches to AI, in contrast to the current fad of trying to pull alignment out of black box LLMs, which has thus far yielded little fruit.",Leaving our lives in the hands of LLMs that lack explicit models is literally putting our lives at risk.
theme3_b801791847b6,safety_alignment,1,cluster2_9f52dbf3b8f3,cluster2_7171e264b739,2024-05-26,2024-10-24,,,stable,balanced,balanced,stable,0.947,1,"OpenAI promised to devote 20% of its efforts to AI safety, but never delivered , according to a recent report by Jeremy Kahn at Fortune.","But here’s a different hypothesis: If you worked at OpenAI on safety and governance and found that you were not getting the resources and prioritization you thought were appropriate, there’s value in telling the rest of the world, as doing so increases pressure on the organization to change its practices and may make regulation more likely."
theme3_b801791847b6,safety_alignment,2,cluster2_7171e264b739,cluster2_9731bedc87e3,2024-10-24,2024-10-24,,,stable,balanced,balanced,stable,0.923,1,"But here’s a different hypothesis: If you worked at OpenAI on safety and governance and found that you were not getting the resources and prioritization you thought were appropriate, there’s value in telling the rest of the world, as doing so increases pressure on the organization to change its practices and may make regulation more likely.","But if the culture and leadership aren’t immovable, then making it more likely that all the really serious safety people avoid OpenAI going forward could be bad!"
theme3_baac05bbb9c7,safety_alignment,1,cluster2_9322bc482b25,cluster2_7dea6b8e2a14,2023-02-13,2025-07-15,,,stable,balanced,balanced,stable,0.960,1,"Second, there was very little vision for how Tesla would build the cognitive part of the AI they will need, beyond the basics of motor control (which Boston Dynamics already does so well), nor much recognition about why robotics is so hard in the real world.","Elon Musk. § The first thing that frightened me, and I mean really frightened me, came in the unveiling of Grok 4 on Wednesday July 9, wherein Musk basically admitted that he doesn’t know how to control his own AI, and that it might be bad, but that he’d like to be around to watch: ""And will this be bad or good for humanity?"
theme3_bf5474b08c03,hallucination_misinformation,1,cluster2_f8947344e144,cluster2_ec2cf1d0b43b,2023-03-11,2023-04-17,,,stable,balanced,balanced,stable,0.974,1,Chat-style search’s tendency to hallucinate is likely to accidentally produce medical misinformation.,"Yes, they can generate cool haikus and well-written prose, but they also constantly spew misinformation (even about themselves ), and cannot be trusted when it comes to answering questions about real-world events and phenomena, let alone to provide sound advice about mental health or marriage counseling."
theme3_bf5474b08c03,hallucination_misinformation,2,cluster2_ec2cf1d0b43b,cluster2_be58541af130,2023-04-17,2024-09-10,,,stable,balanced,balanced,stable,0.975,1,"Yes, they can generate cool haikus and well-written prose, but they also constantly spew misinformation (even about themselves ), and cannot be trusted when it comes to answering questions about real-world events and phenomena, let alone to provide sound advice about mental health or marriage counseling.",And how the candidates plan to deal with a likely rise in market manipulation using AI-generated misinformation.
theme3_bf5474b08c03,hallucination_misinformation,3,cluster2_be58541af130,cluster2_eb7d8c8f019a,2024-09-10,2025-11-18,,,stable,balanced,balanced,stable,1.000,1,And how the candidates plan to deal with a likely rise in market manipulation using AI-generated misinformation.,"In a chatbot, hallucinations are always a risk."
theme3_c34d7523982e,hallucination_misinformation,1,cluster2_9189302c300c,cluster2_bb194fcceff8,2023-02-15,2023-03-02,,,stable,balanced,balanced,stable,0.812,1,"Second, every country is going to need to reconsider its policies on misinformation.","High volume misinformation is a problem we are going to need to face, and I am just documenting it and trying to raise awareness."
theme3_c34d7523982e,hallucination_misinformation,2,cluster2_bb194fcceff8,cluster2_c54762b5a04d,2023-03-02,2023-04-25,,,stable,balanced,balanced,stable,0.957,1,"High volume misinformation is a problem we are going to need to face, and I am just documenting it and trying to raise awareness.","As Justice Gorsuch seem to hint recently , Section 230 should not protect platforms from misinformation that their own tools generate."
theme3_c34d7523982e,hallucination_misinformation,3,cluster2_c54762b5a04d,cluster2_63c0d11bf0da,2023-04-25,2026-01-23,,,stable,balanced,balanced,stable,0.966,1,"As Justice Gorsuch seem to hint recently , Section 230 should not protect platforms from misinformation that their own tools generate.","Even so-called “thinking” AI models are vulnerable to this , We cannot ban our way out of the threat of generative-AI-fueled swarms of misinformation bots, but we can change the economics of manipulation."
theme3_c5056806d534,agi_timeline,1,cluster2_94e93c1522c8,cluster2_a1e9ea1af4cc,2023-02-13,2023-11-05,2029-12-31,this_decade,less_specific,balanced,balanced,stable,1.000,2,"Elon Musk, for example, recently said that it was more likely than not that we would see AGI by 2029 .","Driver-assist (a la Tesla) with humans in the loop may well stay, occasionally causing fatal accidents, given its lack of reliability, but the idea of using your car moonlighting as a self-driving taxi is not happening this decade, maybe not even next."
theme3_c5056806d534,agi_timeline,2,cluster2_a1e9ea1af4cc,cluster2_6977692b60f6,2023-11-05,2025-01-01,this_decade,2022-12-31,more_specific,balanced,balanced,stable,0.984,1,"Driver-assist (a la Tesla) with humans in the loop may well stay, occasionally causing fatal accidents, given its lack of reliability, but the idea of using your car moonlighting as a self-driving taxi is not happening this decade, maybe not even next.","Predtictions made here on Christmas Day, 2022 25 Predictions for 2025 As against Elon Musk who said, in April 2024 with respect to the end of 2025 “ My guess is that we'll have AI that is smarter than any one human probably around the end of next year [ie. end of 2025]”, here my own predictions for where we will be at the end of this year: High confidence We will not see artificial general intelligence this year, despite claims by Elon Musk to the contrary."
theme3_c5056806d534,agi_timeline,3,cluster2_6977692b60f6,cluster2_9bdb791d848f,2025-01-01,2025-01-20,2022-12-31,2025-12-31,deadline_pushed_out,balanced,balanced,stable,0.917,2,"Predtictions made here on Christmas Day, 2022 25 Predictions for 2025 As against Elon Musk who said, in April 2024 with respect to the end of 2025 “ My guess is that we'll have AI that is smarter than any one human probably around the end of next year [ie. end of 2025]”, here my own predictions for where we will be at the end of this year: High confidence We will not see artificial general intelligence this year, despite claims by Elon Musk to the contrary.","Gary Marcus stands by his prediction that we will not see AGI in 2025, and regrets that Elon Musk didn’t take his million dollar bet ."
theme3_cb87e9ec1415,agi_timeline,1,cluster2_17dc3911c496,cluster2_874f173e3c1f,2023-02-16,2023-04-25,,,stable,balanced,balanced,stable,0.929,1,"This seems like a really bad idea.) But we are not, per se, here to debate whether or not AGI will lead to the fall of civilization (not today, anyway); back to our original question of when it might arrive.","Getting GPT-5 first will therefore not directly bring China or US to AGI first, per Premise 2."
theme3_cb87e9ec1415,agi_timeline,2,cluster2_874f173e3c1f,cluster2_c7cc3adb7044,2023-04-25,2023-08-27,,,stable,balanced,high_assertion,changed,0.971,1,"Getting GPT-5 first will therefore not directly bring China or US to AGI first, per Premise 2.","You're here, in Brooklyn. 2 At the opposite extreme, Yudkowsky claims that AGI will kill us all by default, because superintelligence will by default dominate us and harvest our atoms; this too seems like a rather large assumption that is far from proven, a possibility but not demonstrably a default,"
theme3_cb87e9ec1415,agi_timeline,3,cluster2_c7cc3adb7044,cluster2_69be444f81b4,2023-08-27,2023-10-18,,,stable,high_assertion,balanced,changed,0.965,1,"You're here, in Brooklyn. 2 At the opposite extreme, Yudkowsky claims that AGI will kill us all by default, because superintelligence will by default dominate us and harvest our atoms; this too seems like a rather large assumption that is far from proven, a possibility but not demonstrably a default,","Decades from now, they will be recognized as the first true examples of AGI, just as the 1945 ENIAC is now recognized as the first true general-purpose electronic computer.” Agüera y Arcas and Norvig describe the ways in which large language models (LLMs) can carry out tasks for which they were not specifically trained; they claim that this ability is key to being an AGI; and they argue that therefore the kernel of AGI has been achieved."
theme3_cb87e9ec1415,agi_timeline,4,cluster2_69be444f81b4,cluster2_228113d95d9a,2023-10-18,2024-03-30,,,stable,balanced,high_assertion,changed,0.978,1,"Decades from now, they will be recognized as the first true examples of AGI, just as the 1945 ENIAC is now recognized as the first true general-purpose electronic computer.” Agüera y Arcas and Norvig describe the ways in which large language models (LLMs) can carry out tasks for which they were not specifically trained; they claim that this ability is key to being an AGI; and they argue that therefore the kernel of AGI has been achieved.","If they are wrong, the net effect will be to delay AGI, because their project will siphon away talent from other approaches – just as it already has, but more so."
theme3_cb87e9ec1415,agi_timeline,5,cluster2_228113d95d9a,cluster2_b56d3d22fec9,2024-03-30,2025-03-05,,,stable,high_assertion,balanced,changed,0.925,1,"If they are wrong, the net effect will be to delay AGI, because their project will siphon away talent from other approaches – just as it already has, but more so.","But it is like thinking that the earth is at the center of the universe to think that it will all happen right now just where we are standing, just because LLMs are more impressive than many people initially expected. § Speculating about the arrival of AGI used to be just an “academic” question, a curiosity for philosophers and other interested parties to contemplate, but it is no longer."
theme3_cb87e9ec1415,agi_timeline,6,cluster2_b56d3d22fec9,cluster2_5a79c7de3e7c,2025-03-05,2025-06-25,,,stable,balanced,balanced,stable,0.985,1,"But it is like thinking that the earth is at the center of the universe to think that it will all happen right now just where we are standing, just because LLMs are more impressive than many people initially expected. § Speculating about the arrival of AGI used to be just an “academic” question, a curiosity for philosophers and other interested parties to contemplate, but it is no longer.","AGI this ain’t. § There’s always a better model. o3 does better on some of the examples in my original article, but still can’t do my new (hence not previously discussed) example of the woman and the watch: And when I asked ChatGPT to draw a a tree on top of monkey — in the spirit of horse rides astronaut , but using new words in order to avoid any specific training relative to my prior, notorious example — I encountered this surreal dialogue."
theme3_cb87e9ec1415,agi_timeline,7,cluster2_5a79c7de3e7c,cluster2_1f7c47d311dd,2025-06-25,2025-12-23,,,stable,balanced,balanced,stable,1.000,1,"AGI this ain’t. § There’s always a better model. o3 does better on some of the examples in my original article, but still can’t do my new (hence not previously discussed) example of the woman and the watch: And when I asked ChatGPT to draw a a tree on top of monkey — in the spirit of horse rides astronaut , but using new words in order to avoid any specific training relative to my prior, notorious example — I encountered this surreal dialogue.","Silicon Valley and The White House appear to be completely smitten with large language models, rebuilding the world around the hope that LLMs will lead to artificial general intelligence, and a radically redefined economy."
theme3_cefbd7e78334,regulation_policy,1,cluster2_446eed0d8f6d,cluster2_706b8743785d,2023-08-13,2025-05-22,,,stable,balanced,balanced,stable,0.974,1,"A lawyer who used ChatGPT for legal research was excoriated by a judge, and basically had to promise, in writing, never to do so again in an unsupervised way.","Agent 3, “augmenting the AI’s text-based scratchpad (chain of thought) with a higher-bandwidth thought process (neuralese recurrence and memory)” is pegged to arrive just 3 months later (never mind that GPT-5, still not here, has taken well over two years)."
theme3_cefbd7e78334,regulation_policy,2,cluster2_706b8743785d,cluster2_7d2e98f1bc98,2025-05-22,2026-01-06,,,stable,balanced,balanced,stable,0.956,1,"Agent 3, “augmenting the AI’s text-based scratchpad (chain of thought) with a higher-bandwidth thought process (neuralese recurrence and memory)” is pegged to arrive just 3 months later (never mind that GPT-5, still not here, has taken well over two years).","Using massive numbers of humans (exact numbers unknown), GenAI companies perpetually put band-aids that they never disclose on top of their LLMs, based on human corrections, fixing each new problem as it arises."
theme3_d1fa2955645a,hallucination_misinformation,1,cluster2_af41a1944010,cluster2_b9162075d79b,2024-02-06,2025-08-04,,,stable,balanced,balanced,stable,0.789,1,"Hallucination errors in LLMs are not a problem, because people hallucinate, too.","Much worse, as Science reported today . § The problem of course is that some significant fraction of that science will be wrong, because of the inevitable tendency of LLMs to hallucinate."
theme3_d59b750b4574,reasoning_common_sense,1,cluster2_1fa4dc86a1aa,cluster2_d926be18ff5c,2024-02-11,2025-07-13,,2025-12-31,more_specific,balanced,balanced,stable,0.981,1,"In asking for $7 trillion, it is pretty obvious to most that Sam Altman has jumped the shark . § Here are seven reasons why we should gather together to tell the aspiring young CEO that the world does not—and should not—revolve around him: Energy and Climate : $7 trillion worth of AI infrastructure used to full capacity would use (in precise technical terms) a metric shit ton of energy.","This essay explains what neurosymbolic AI is, why you should believe it, how deep learning advocates long fought against it, and how in 2025, OpenAI and xAI have accidentally vindicated it."
theme3_d74dcfc359c8,safety_alignment,1,cluster2_3018ca55d793,cluster2_6fc1a791be15,2023-03-18,2024-12-09,,,stable,balanced,balanced,stable,1.000,1,"Here’s some first-class AI doublespeak, straight from the Ministry of Damage Control, mostly from just this past week: CNBC Headline Except when those wrong answers are not.","Second and third prompts returned essentially identical results, never removing the bridge. § It is, of course, dangerous to characterize the errors that an AI system has made in language that applies to human errors, and doubly dangerous to do so on the basis of a small number of examples."
theme3_d74dcfc359c8,safety_alignment,2,cluster2_6fc1a791be15,cluster2_6efac2e4d22b,2024-12-09,2025-11-19,,,stable,balanced,balanced,stable,1.000,1,"Second and third prompts returned essentially identical results, never removing the bridge. § It is, of course, dangerous to characterize the errors that an AI system has made in language that applies to human errors, and doubly dangerous to do so on the basis of a small number of examples.","I urge you in the strongest possible terms to follow the links that Joe Gordon-Levitt supplied at https://linktr.ee/StopTheAIBan , so that states can protect their citizens from the many dangers of AI, short-term and long."
theme3_d9446e6d7328,hallucination_misinformation,1,cluster2_7c73dc024f3e,cluster2_0068b78a8af5,2023-02-09,2023-02-15,2023-12-31,,less_specific,high_assertion,high_assertion,stable,1.000,2,"I will always remember today (my birthday no less), February 8, 2023, as the day in which a chatbot-induced hallucination cost Alphabet $100 billion .","Meanwhile, a friend with access to Neeva.com, just ran a query about my views and got back a bio that is about 90% correct, but 10% frightening, falsely attributing to me a claim that I (noted skeptic of contemporary AI) think that “90% of jobs will be provided by AI in a few years.” (Spoiler alert: I never said any such thing)."
theme3_d9446e6d7328,hallucination_misinformation,2,cluster2_0068b78a8af5,cluster2_3893716b5d02,2023-02-15,2024-07-28,,,stable,high_assertion,balanced,changed,1.000,1,"Meanwhile, a friend with access to Neeva.com, just ran a query about my views and got back a bio that is about 90% correct, but 10% frightening, falsely attributing to me a claim that I (noted skeptic of contemporary AI) think that “90% of jobs will be provided by AI in a few years.” (Spoiler alert: I never said any such thing).","I fully expect that the generative AI bubble will begin to burst within the next 12 months, for many reasons: • The current approach has reached a plateau • There is no killer app • Hallucinations remain • Boneheaded errors remain • Nobody has a moat • People are starting to realize all of the above."
theme3_da5470fb91d7,market_hype_bubble,1,cluster2_6f7fc09a96c4,cluster2_6e695ed1d096,2023-10-27,2024-08-03,,,stable,balanced,balanced,stable,0.938,1,"I agree that if Alphabet pull the plug, there will likely be a self-driving winter across the industry (though for now players like Aurora and Waabi may still have plenty of cash).","In a moment, though, I will tell you why the collapse of the generative AI bubble – in a financial sense – appears imminent , likely before the end of the calendar year."
theme3_da5470fb91d7,market_hype_bubble,2,cluster2_6e695ed1d096,cluster2_7a89837a0a91,2024-08-03,2024-08-03,,2025-12-31,more_specific,balanced,balanced,stable,0.920,1,"In a moment, though, I will tell you why the collapse of the generative AI bubble – in a financial sense – appears imminent , likely before the end of the calendar year.",I just wrote a hard-hitting essay for WIRED predicting that the AI bubble will collapse in 2025 — and now I wish I hadn’t.
theme3_da5470fb91d7,market_hype_bubble,3,cluster2_7a89837a0a91,cluster2_802b22d16264,2024-08-03,2024-08-18,2025-12-31,,less_specific,balanced,balanced,stable,1.000,2,I just wrote a hard-hitting essay for WIRED predicting that the AI bubble will collapse in 2025 — and now I wish I hadn’t.,"As for whether there is an AI winter coming, time will tell."
theme3_da5470fb91d7,market_hype_bubble,4,cluster2_802b22d16264,cluster2_25c77a574690,2024-08-18,2025-03-27,,,stable,balanced,balanced,stable,1.000,1,"As for whether there is an AI winter coming, time will tell.","For most GenAI model building companies, profits will be meager."
theme3_da5470fb91d7,market_hype_bubble,5,cluster2_25c77a574690,cluster2_2cfff3b7fbc1,2025-03-27,2025-05-14,,,stable,balanced,balanced,stable,1.000,1,"For most GenAI model building companies, profits will be meager.","Any advantage in Generative AI (which still hasn’t remotely made a net profit, and is all still speculative) will be minimal, and short-lasting."
theme3_da5470fb91d7,market_hype_bubble,6,cluster2_2cfff3b7fbc1,cluster2_fbbd6b0d3f90,2025-05-14,2026-01-06,,,stable,balanced,balanced,stable,1.000,1,"Any advantage in Generative AI (which still hasn’t remotely made a net profit, and is all still speculative) will be minimal, and short-lasting.",The giant AI infrastructure plays (like Project Stargate) that he championed after his inauguration will look like an unprofitable and underused mistake.
theme3_df801cea5953,agi_timeline,1,cluster2_fa16cd8dc27a,cluster2_643d1bcedf0b,2024-06-05,2025-08-07,2027-12-31,,less_specific,balanced,balanced,stable,0.963,2,"Apparently OpenAI’s internal roadmap alleged that AGI would be achieved by 2027, according to the suddenly ubiquitous Leopold Aschenbrenner (recently fired by OpenAI, previous employed by SBF), who yesterday published the math to allegedly justify it: I was going to write a Substack about how naive and problematic the graph was, but I am afraid somebody else has beaten me to it: § Well, ok I will add a few words: GPT-4 is not actually equivalent to a smart high schooler.","Grok 4 beats it on ARC-AGI-2 results) • OpenAI conveniently forgot to include this comparison (ARC-AGI-2) in their livestream recital of benchmark progress, which left the livestream looking like marketing rather than science. • Fan will still find something to rejoince in, but GPT-5 is not the huge leap forward people long expected. • Lots of questions TBD about real-world performance. • GPT-5 is obviously not AGI."
theme3_e0bf578dbd19,openai_governance,1,cluster2_bb982eba86ac,cluster2_8aba4c39aa76,2023-11-26,2025-11-18,2019-12-31,,less_specific,high_assertion,balanced,changed,0.897,2,"The whole nonprofit-hybrid model, introduced in 2019 (the company was originally pure non-profit) was always a ticking time bomb, because the people trying to make money were never going to have a perfect relationship with those in the nonprofit that were charged with keeping the world safe.",They don’t know which moves are possible (or not) because they never induce a proper dynamic world model of the board state.
theme3_e1bb6980432f,reasoning_common_sense,1,cluster2_4739454bb728,cluster2_cbdd5eff411c,2023-02-13,2023-02-13,,2012-12-31,more_specific,balanced,balanced,stable,1.000,1,"In the evaluation of computational models, I have always been careful to distinguish two questions (and would urge the fields of AI and cognitive science to do the same): Is a particular model sufficient for its engineering purpose (e.g., for reasoning about the physical world)?","As van den Broeck’s team put it, their results “unveil the fundamental difference between learning to reason and learning to achieve high performance on NLP [natural language processing] benchmarks using statistical features.” The problem for the neural network community is not that I have changed my goal posts, it’s that my 2012 concerns still stand."
theme3_e1bb6980432f,reasoning_common_sense,2,cluster2_cbdd5eff411c,cluster2_1a315df08ad3,2023-02-13,2023-02-14,2012-12-31,,less_specific,balanced,balanced,stable,0.943,2,"As van den Broeck’s team put it, their results “unveil the fundamental difference between learning to reason and learning to achieve high performance on NLP [natural language processing] benchmarks using statistical features.” The problem for the neural network community is not that I have changed my goal posts, it’s that my 2012 concerns still stand.","This week saw a formal proof by William Merrill, Alex Warstadt, and Tal Linzen arguing that “current neural LMs are not well suited” to extracting natural language semantics “without an infeasible amount of data” ."
theme3_e1bb6980432f,reasoning_common_sense,3,cluster2_1a315df08ad3,cluster2_fcd22bc90194,2023-02-14,2023-02-18,,,stable,balanced,high_assertion,changed,0.966,1,"This week saw a formal proof by William Merrill, Alex Warstadt, and Tal Linzen arguing that “current neural LMs are not well suited” to extracting natural language semantics “without an infeasible amount of data” .","Seven years of AI has taught us that deep learning is unpredictable, and not always human like. “Adversarial attacks” like these have shown remarkable weakness, time and again, repeatedly establishing that what deep learning systems do just isn’t the same as what people do: Partly for that reason, I always wondered whether AlphaGo really and deeply understood Go, or whether it was relying in part on massive data without true depth."
theme3_e1bb6980432f,reasoning_common_sense,4,cluster2_fcd22bc90194,cluster2_39324a4603a6,2023-02-18,2023-11-05,,,stable,high_assertion,balanced,changed,0.961,1,"Seven years of AI has taught us that deep learning is unpredictable, and not always human like. “Adversarial attacks” like these have shown remarkable weakness, time and again, repeatedly establishing that what deep learning systems do just isn’t the same as what people do: Partly for that reason, I always wondered whether AlphaGo really and deeply understood Go, or whether it was relying in part on massive data without true depth.","The whole self-driving cars industry is this likely to be viewed in a few years as an epic fail, crushed by outliers and AI that could not reason adequately."
theme3_e1bb6980432f,reasoning_common_sense,5,cluster2_39324a4603a6,cluster2_f6b90686ec4d,2023-11-05,2024-06-30,,,stable,balanced,balanced,stable,1.000,1,"The whole self-driving cars industry is this likely to be viewed in a few years as an epic fail, crushed by outliers and AI that could not reason adequately.",Neurosymbolic AI has long been an underdog; in the end I expect it to come from behind and be essential.
