cluster_id,canonical_norm,representative_claim,category_mode,claim_type_mode,falsifiability_tier_mode,target_mode,first_date,last_date,occurrences,source_posts,source_urls,supporting_claim_ids
cluster_af6ac64c0cb4,aside for another day that better ai in which we could directly instill values might actually make us safer than the world in which we inhabit now in which so much of what happens is down to the vagaries of what happens to be in this or that training set i don t leave my kids moral development to chance and it terrifies me that so much of current ai is dependent on random details of training corpora that are not available to scientists for inquiry,"(Aside for another day: I think that better AI, in which we could directly instill values, might actually make us safer than the world in which we inhabit now, in which so much of what happens is down to the vagaries of what happens to be in this or that training set; I don’t leave my kids moral development to chance, and it terrifies me that so much of current AI is dependent on random details of training corpora that are not available to scientists for inquiry.",technical_assessment,descriptive,tier_3,general_ai,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,claim_00117
cluster_e162c19cd5af,as yoshua bengio said to me in an email passing the law will show that you can continue having innovation while forcing some safety precautions at that point maybe we can finally get down to the great deal of work still left to be done,"As Yoshua Bengio said to me in an email, passing the law will “show that you can continue having innovation while forcing some safety precautions.” At that point, maybe we can finally get down to the great deal of work still left to be done.",policy,normative,tier_3,regulation,2024-08-20,2024-08-20,1,why-californias-ai-safety-bill-should,https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should,claim_00567
cluster_6c45f3a03628,as we will see in a moment people are finally pursuing a tool driven neurosymbolic vision like this and getting better results than they were able to get with pure neural networks,"As we will see in a moment, people are finally pursuing a tool-driven, neurosymbolic vision like this — and getting better results than they were able to get with pure neural networks.",prediction,predictive,tier_3,general_ai,2025-07-13,2025-07-13,1,how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated,claim_00905
cluster_ad4cd6b2df6a,as van den broeck s team put it their results unveil the fundamental difference between learning to reason and learning to achieve high performance on nlp natural language processing benchmarks using statistical features the problem for the neural network community is not that i have changed my goal posts it s that my 2012 concerns still stand,"As van den Broeck’s team put it, their results “unveil the fundamental difference between learning to reason and learning to achieve high performance on NLP [natural language processing] benchmarks using statistical features.” The problem for the neural network community is not that I have changed my goal posts, it’s that my 2012 concerns still stand.",technical_assessment,descriptive,tier_1,general_ai,2023-02-13,2023-02-13,1,the-new-sport-of-misrepresenting,https://garymarcus.substack.com/p/the-new-sport-of-misrepresenting,claim_00063
cluster_9f8abc818ef0,as they say in the military frequently wrong never in doubt or to put it differently chatgpt is bit like a box of chocolates you never know what you are gonna get,"As they say in the military, “frequently wrong, never in doubt.” Or to put it differently, ChatGPT is bit like a box of chocolates, you never know what you are gonna get .",technical_assessment,descriptive,tier_2,llms,2025-12-01,2025-12-01,1,three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt,claim_01041
cluster_3f439d1865f9,as such we are indeed in almost perfect alignment as to the essence of the future except that we are slip sliding on the edges of these symbols,"As such, I suspect we are indeed in almost perfect alignment as to the essence of the future except that we are slip sliding on the edges of these symbols.",prediction,predictive,tier_3,ai_safety,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,claim_00126
cluster_dee7a03f5e28,as recently as november 2023 openai promised in their filing as a nonprofit exempt from income tax to make ai that that benefits humanity unconstrained by a need to generate financial return,"As recently as November 2023, OpenAI promised in their filing as a nonprofit exempt from income tax to make AI that that “benefits humanity … unconstrained by a need to generate financial return”.",policy,normative,tier_3,openai,2024-05-23,2024-05-23,1,scarjo-is-just-the-tip-of-the-iceberg,https://garymarcus.substack.com/p/scarjo-is-just-the-tip-of-the-iceberg,claim_00490
cluster_91c510564316,as recently as november 2023 openai filed for non profit tax exempt status claiming that the company s mission was to safely benefit humanity unconstrained by a need to generate financial return even as they turn over almost half their profits if they make any to microsoft and seem to have back burnered their safety work,"As recently as November 2023, OpenAI filed for non-profit tax exempt status, claiming that the company’s mission was to “safely benefit humanity, unconstrained by a need to generate financial return”, even as they turn over almost half their profits (if they make any) to Microsoft and seem to have back-burnered their safety work.",policy,normative,tier_3,openai,2024-05-26,2024-05-26,1,what-should-we-learn-from-openais,https://garymarcus.substack.com/p/what-should-we-learn-from-openais,claim_00492
cluster_508b7ce13f09,as phil libin put it to me trying to improve the results of o3 by continuing to talk with it rarely works after the first few prompts it s either gonna get it right in 5 minutes or never neurosymbolic ai is not one thing but many o3 s use of neurosymbolic ai is very different from alphafold s use of neurosymbolic ai,"As Phil Libin put it to me, “trying to improve the results [of o3] by continuing to talk with it rarely works after the first few prompts… It’s either gonna get it right in 5 minutes, or never.” Neurosymbolic AI is not one thing, but many. o3’s use of neurosymbolic AI is very different from AlphaFold’s use of neurosymbolic AI.",capability,descriptive,tier_1,general_ai,2025-07-13,2025-07-13,1,how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated,claim_00914
cluster_745193d0c023,as openai themselves note there are a number of important methodological differences including the types of llms used it should go without saying that any risk benefit analyses that with respect to the tradeoffs involved in ai needs to reflect studies that are not just methodologically sound but also interpreted accurately,"As OpenAI themselves note, there are a number of important methodological differences, including the types of LLMs used) It should go without saying that any risk-benefit analyses that with respect to the tradeoffs involved in AI needs to reflect studies that are not just methodologically sound but also interpreted accurately.",policy,normative,tier_3,openai,2024-02-04,2024-02-04,1,when-looked-at-carefully-openais,https://garymarcus.substack.com/p/when-looked-at-carefully-openais,claim_00385
cluster_54e9efbf7f6a,as nyu prof brenden lake pointed out the test should never have been called arc agi,"As NYU prof Brenden Lake pointed out, the test should never have been called ARC-AGI.",policy,normative,tier_3,agi,2024-12-22,2024-12-22,1,c39,https://garymarcus.substack.com/p/c39,claim_00661
cluster_e873b77081a0,as mathematician kevin buzzard posted over the weekend it s hardly a sure thing that solving imo problems will equate to direct progress in actual math research eric schmidt s recent prediction made before imo 2025 that there will be ai based world class mathematicians within a year is pure fantasy,"As mathematician Kevin Buzzard posted over the weekend; it’s hardly a sure thing that solving IMO problems will equate to direct progress in actual math research Eric Schmidt’s recent prediction (made before IMO 2025), that there will be AI-based “world-class mathematicians” within a year, is pure fantasy.",prediction,predictive,tier_1,general_ai,2025-07-22,2025-07-22,1,deepmind-and-openai-achieve-imo-gold,https://garymarcus.substack.com/p/deepmind-and-openai-achieve-imo-gold,claim_00929
cluster_f11bfc3c82bb,as justice gorsuch seem to hint recently section 230 should not protect platforms from misinformation that their own tools generate,"As Justice Gorsuch seem to hint recently , Section 230 should not protect platforms from misinformation that their own tools generate.",policy,normative,tier_3,ai_safety,2023-04-25,2023-04-25,1,how-china-might-crush-the-west-in,https://garymarcus.substack.com/p/how-china-might-crush-the-west-in,claim_00207
cluster_361e608607f4,as it happens a 4 minute 21 second kilometer works out to be a 7 minute mile if you ask google nicely it will actually give you the right answer the worst thing about chatgpt s close but no cigar answer is not that it s wrong,"(As it happens, a 4 minute 21 second kilometer works out to be a 7 minute mile, if you ask Google nicely, it will actually give you the right answer .) The worst thing about ChatGPT’s close-but-no-cigar answer is not that it’s wrong.",capability,predictive,tier_1,google,2023-02-16,2023-02-16,1,scientists-please-dont-let-your-chatbots,https://garymarcus.substack.com/p/scientists-please-dont-let-your-chatbots,claim_00130
cluster_64fcb875325a,as i wrote here recently the far more likely outcome is a tie if you want to use llms to brainstorm or write code sure,"(As I wrote here recently, the far more likely outcome is a tie .) If you want to use LLMs to brainstorm or write code, sure.",technical_assessment,descriptive,tier_3,llms,2026-01-06,2026-01-06,1,why-chatgpt-cant-be-trusted-with,https://garymarcus.substack.com/p/why-chatgpt-cant-be-trusted-with,claim_01096
cluster_61a7cefa6c94,as i said in a blog that he quotes approvingly we still really cannot guarantee that any given system will be honest harmless or helpful rather than sycophantic dishonest toxic or biased ai skepticism itself is worth considering as a kind of intellectual movement,"As I said in a blog that he quotes approvingly “we still really cannot guarantee that any given system will be honest, harmless, or helpful, rather than sycophantic, dishonest, toxic or biased.” • AI skepticism itself is worth considering as a kind of intellectual movement.",capability,predictive,tier_2,ai_safety,2024-12-08,2024-12-08,1,hard-forked-casey-newtons-distorted,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted,claim_00637
cluster_236f6b7f261a,as he notes the term p doom is itself just tongue in cheek shorthand a sort of fieldwide in joke to quickly point up some more nuanced concepts that he will treat at length as englander well knows we will never get perfect estimates but even imperfect estimates might help guide policy decisions as we try to balance attention to short term and long term risks in ai,"(As he notes the term p(doom) is itself just tongue-in-cheek shorthand, a sort of fieldwide in-joke to quickly point up some more nuanced concepts that he will treat at length.) As Englander well knows, we will never get perfect estimates, but even imperfect estimates might help guide policy decisions as we try to balance attention to short-term and long-term risks in AI.",policy,normative,tier_3,regulation,2023-08-27,2023-08-27,1,d28,https://garymarcus.substack.com/p/d28,claim_00252
cluster_d5579cc11d0b,as for whether there is an ai winter coming time will tell,"As for whether there is an AI winter coming, time will tell.",industry_market,predictive,tier_3,general_ai,2024-08-18,2024-08-18,1,what-has-and-has-not-changed-in-the,https://garymarcus.substack.com/p/what-has-and-has-not-changed-in-the,claim_00560
cluster_a0bcb45521f0,as ever llm developers are unlikely to be held to account,"As ever, LLM developers are unlikely to be held to account.",technical_assessment,descriptive,tier_3,llms,2024-03-14,2024-03-14,1,the-year-of-the-big-balled-rat,https://garymarcus.substack.com/p/the-year-of-the-big-balled-rat,claim_00435
cluster_4e2f69bca438,as ernest davis and i discussed in the introduction to rebooting ai see excerpt at the end of this essay the most important question in ai always is is some apparently impressive behavior general,"As Ernest Davis and I discussed in the introduction to Rebooting AI (see excerpt at the end of this essay), the most important question in AI always is: is some apparently impressive behavior general?",technical_assessment,descriptive,tier_2,general_ai,2025-03-02,2025-03-02,1,decoding-and-debunking-hard-forks,https://garymarcus.substack.com/p/decoding-and-debunking-hard-forks,claim_00748
cluster_d7ce2d08602f,as dave troy put it on x knowing how to build better or at least bigger genai doesn t necessarily get us to agi the assertion that agi is not only achievable but simply a function of cash spend is a clear logical fallacy and his use of repetition only reinforces that in the weak minded true believers finally there is sam s well known personal support for ubi universal basic income,"As Dave Troy put it on X, knowing how to build better (or at least bigger) GenAI doesn’t necessarily get us to AGI: “the assertion that “AGI” is not only achievable but simply a function of cash spend is a clear logical fallacy, and his use of repetition only reinforces that in the weak minded/true believers.” § Finally, there is Sam’s well-known personal support for UBI (Universal Basic Income).",technical_assessment,descriptive,tier_3,agi,2024-05-05,2024-05-05,1,the-sam-altman-playbook,https://garymarcus.substack.com/p/the-sam-altman-playbook,claim_00483
cluster_01b166711832,as brenden lake and greg murphy have put it that s not enough current models are too strongly linked to the text based patterns in large corpora and too weakly linked to the desires goals and beliefs that people express through words the act of referring involves at least the speaker the utterance the context and some properties of the external world the interactions and dependencie s between such things simply are not present in most current ai models,"As Brenden Lake and Greg Murphy have put it , that’s not enough, “Current models are too strongly linked to the text-based patterns in large corpora, and too weakly linked to the desires, goals, and beliefs that people express through words.” The act of referring involves (at least) the speaker, the utterance, the context, and some properties of the external world; the interactions and dependencie s between such things simply are not present in most current AI models.",technical_assessment,descriptive,tier_2,general_ai,2023-02-11,2023-02-11,1,three-ideas-from-linguistics-that,https://garymarcus.substack.com/p/three-ideas-from-linguistics-that,claim_00031
cluster_8b34228284d9,as ai comes to have more power in society ai skepticism becomes an increasingly important counterweight and we should all want ai skepticism to be done right,"As AI comes to have more power in society, AI skepticism becomes an increasingly important counterweight, and we should all want AI skepticism to be done right.",policy,normative,tier_3,general_ai,2024-12-08,2024-12-08,1,hard-forked-casey-newtons-distorted,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted,claim_00638
cluster_6000ba945bee,arvind narayanan random walker the bot s behavior has enough differences from chatgpt that it can t be the same underlying model,Arvind Narayanan @random_walker The bot's behavior has enough differences from ChatGPT that it can't be the same underlying model.,capability,descriptive,tier_2,llms,2023-02-20,2023-02-20,1,why-is-bing-so-reckless,https://garymarcus.substack.com/p/why-is-bing-so-reckless,claim_00156
cluster_ae79aa00495e,are you really happy with using the fact that chatgpt sometimes misunderstands to claim that it never understands,Are you really happy with using the fact that chatGPT sometimes misunderstands to claim that it never understands?,technical_assessment,descriptive,tier_2,llms,2023-03-12,2023-03-12,1,caricaturing-noam-chomsky,https://garymarcus.substack.com/p/caricaturing-noam-chomsky,claim_00175
cluster_cbe563910cc2,apple found that the widely praised o3 min high was no better see accuracy top left panel legend at bottom and they found similar results for multiple tasks it is truly embarrassing that llms cannot reliably solve hanoi,"Apple found that the widely praised o3-min (high) was no better (see accuracy, top left panel, legend at bottom), and they found similar results for multiple tasks: It is truly embarrassing that LLMs cannot reliably solve Hanoi.",capability,descriptive,tier_1,llms,2025-07-03,2025-07-03,1,a-knockout-blow-for-llms,https://garymarcus.substack.com/p/a-knockout-blow-for-llms,claim_00879
cluster_403435f82a62,apparently openai s internal roadmap alleged that agi would be achieved by 2027 according to the suddenly ubiquitous leopold aschenbrenner recently fired by openai previous employed by sbf who yesterday published the math to allegedly justify it i was going to write a substack about how naive and problematic the graph was but i am afraid somebody else has beaten me to it well ok i will add a few words gpt 4 is not actually equivalent to a smart high schooler,"Apparently OpenAI’s internal roadmap alleged that AGI would be achieved by 2027, according to the suddenly ubiquitous Leopold Aschenbrenner (recently fired by OpenAI, previous employed by SBF), who yesterday published the math to allegedly justify it: I was going to write a Substack about how naive and problematic the graph was, but I am afraid somebody else has beaten me to it: § Well, ok I will add a few words: GPT-4 is not actually equivalent to a smart high schooler.",prediction,predictive,tier_1,openai,2024-06-05,2024-06-05,1,agi-by-2027,https://garymarcus.substack.com/p/agi-by-2027,claim_00505
cluster_aab7a302386c,anything that goes wrong from ai fueled cybercrime to bioweapons attacks facilitated by ai to teen suicides apparently linked to genai will be on his hands and his reputation,"Anything that goes wrong, from AI-fueled cybercrime to bioweapons attacks facilitated by AI to teen suicides apparently linked to GenAI will be on his hands, and his reputation.",prediction,predictive,tier_3,ai_safety,2025-12-12,2025-12-12,1,a-sad-day-for-america,https://garymarcus.substack.com/p/a-sad-day-for-america,claim_01056
cluster_4653b866116e,anyone who thinks about how ai is used should know about it especially as we are about to head into an era of ubiquitous yet fallible ai,Anyone who thinks about how AI is used should know about it—especially as we are about to head into an era of ubiquitous yet fallible AI.,policy,normative,tier_3,general_ai,2023-01-31,2023-01-31,1,the-cnet-fake-news-fiasco-autopilot,https://garymarcus.substack.com/p/the-cnet-fake-news-fiasco-autopilot,claim_00008
cluster_f00397c5f451,any one remember facebook m a decade ago allegedly godlike models that turn out to be incremental advances claims like we now know how to build agi that never turn out to be true promises for world changing science that rarely materialize driverless cars that still are only available in couple percent of the world s cities promises to congress ai to filter our fake news,"(Any one remember Facebook M, a decade ago?) • Allegedly godlike models that turn out to be incremental advances. • Claims like “We now know how to build AGI” that never turn out to be true. • Promises for world-changing science that rarely materialize. • Driverless cars that still are only available in couple percent of the world’s cities. • Promises to Congress (AI to filter our fake news!",prediction,predictive,tier_2,agi,2025-08-09,2025-08-09,1,gpt-5-overdue-overhyped-and-underwhelming,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming,claim_00961
cluster_4972dc2bb0c2,any advantage in generative ai which still hasn t remotely made a net profit and is all still speculative will be minimal and short lasting,"Any advantage in Generative AI (which still hasn’t remotely made a net profit, and is all still speculative) will be minimal, and short-lasting.",industry_market,predictive,tier_1,general_ai,2025-05-14,2025-05-14,1,when-it-comes-to-ai-policy-congress,https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress,claim_00827
cluster_9b65ef5c2f05,answering that is subtle and requires a clear understanding what s going on behind the scenes alphageometry2 is not a generic chatbot rather it was built quite specifically to solve imo geometry problems,"Answering that is subtle, and requires a clear understanding what’s going on behind the scenes: AlphaGeometry2 is not a generic chatbot; rather it was built quite specifically to solve IMO geometry problems.",capability,descriptive,tier_2,general_ai,2025-07-01,2025-07-01,1,alphageometry2-impressive-accomplishment,https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment,claim_00872
cluster_dbbff1872d74,another recent study on multiplication replicates the weakness once again even with the recent model o1 mini 1 every red cell in this graph e g multiplying 20 digit numbers by 19 digit numbers 2 is failure to generalize even after immense amounts of training data on a good scientific calculator every single number would be in green agi should have reliable ability to reason over abstractions,"Another recent study on multiplication, replicates the weakness once again. even with the recent model o1-mini. 1 Every red cell in this graph (e.g, multiplying 20 digit numbers by 19 digit numbers 2 ) is failure to generalize, even after immense amounts of training data: On a good scientific calculator, every single number would be in green. • AGI should have reliable ability to reason over abstractions.",policy,normative,tier_3,agi,2025-03-05,2025-03-05,1,ezra-kleins-new-take-on-agi-and-why,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why,claim_00759
cluster_9fc730a98c4d,another of the key suggestions i made in 2022 was that we should use neurosymbolic techniques combining neural networks with classical symbolic techniques such as rules,"Another of the key suggestions I made in 2022 was that we should use neurosymbolic techniques, combining neural networks with classical symbolic techniques such as rules.",policy,normative,tier_3,general_ai,2025-02-09,2025-02-09,1,five-ways-in-which-the-last-3-months,https://garymarcus.substack.com/p/five-ways-in-which-the-last-3-months,claim_00729
cluster_a3753e0daf76,another interpretation of the paper in fact is that experts were four times more likely to succeed on the pathogen formulation task with llms than with internet e g search alone 3 of course there are many unanswered questions but that sort of result is eye opening enough to merit serious followup,"Another interpretation of the paper in fact is that experts were four times more likely to succeed on the pathogen formulation task with LLMs than with internet (e.g.., search) alone. 3 Of course there are many unanswered questions, but that sort of result is eye-opening enough to merit serious followup.",technical_assessment,descriptive,tier_1,llms,2024-02-04,2024-02-04,1,when-looked-at-carefully-openais,https://garymarcus.substack.com/p/when-looked-at-carefully-openais,claim_00384
cluster_8f516d302950,angela sheffield senior director of ai at the dc security startup raft worried about how decision makers and policymakers should regulate ai particularly when the actual ai that we currently have is by no stretch truly general intelligence,"Angela Sheffield , Senior Director of AI at the DC security startup Raft , worried about how decision makers and policymakers should regulate AI, particularly when the actual AI that we currently have is by no stretch truly general intelligence.",policy,normative,tier_3,regulation,2023-02-15,2023-02-15,1,an-epic-ai-debateand-why-everyone,https://garymarcus.substack.com/p/an-epic-ai-debateand-why-everyone,claim_00089
cluster_349faeb7de17,and you should care about p catastrophe widespread ai adoption whatever you think about p doom,And you should care about p(catastrophe | widespread AI adoption) whatever you think about p(doom).,policy,normative,tier_3,general_ai,2023-08-27,2023-08-27,1,d28,https://garymarcus.substack.com/p/d28,claim_00256
cluster_c6666300ddf7,and you should be watching to see what they plan to do about the growing problem of nonconsensual deep fake porn and especially how that might affect the already vulnerable population of teenage girls who have been hard by social media should be in an ideal world both candidates would come clean on their policies around ai and we should come away with a clear understanding of their understanding of our future,"And you should be watching to see what they plan to do about the growing problem of nonconsensual deep fake porn, and especially how that might affect the already vulnerable population of teenage girls, who have been hard by social media. § Should be. § In an ideal world, both candidates would come clean on their policies around AI, and we should come away with a clear understanding of their understanding of our future.",policy,normative,tier_3,general_ai,2024-09-10,2024-09-10,1,what-will-the-candidates-say-about,https://garymarcus.substack.com/p/what-will-the-candidates-say-about,claim_00577
cluster_2fa0d508a704,and yet in the trillion connections in a chatbot it knows far more than you do in your hundred trillion connections which suggests it s got a much better way of getting knowledge into those connections a much better way of getting knowledge that isn t fully understood,"And yet, in the trillion connections in a chatbot, it knows far more than you do in your hundred trillion connections, which suggests it's got a much better way of getting knowledge into those connections.--a much better way of getting knowledge that isn't fully understood.",technical_assessment,descriptive,tier_3,general_ai,2023-10-10,2023-10-10,1,what-was-60-minutes-thinking-in-that,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,claim_00291
cluster_fa311488c049,and yes when we have an ai that can say i don t know how to do x but i do have the skills to figure out how to do x and so i will go that play with it a bit and then keep trying to do x until i get a reasonable result that will be a momentous shift,"And yes, when we have an AI that can say “I don’t know how to do X but I do have the skills to figure out how to do X and so I will go that, play with it a bit, and then keep trying to do X until I get a reasonable result” that will be a momentous shift.",prediction,predictive,tier_3,general_ai,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,claim_00127
cluster_02158bec2020,and we should think harder about how china is likely to react if the free world moves mountains to kneecap their ai progress,And we should think harder about how China is likely to react if the “free world” moves mountains to kneecap their AI progress.,policy,normative,tier_3,general_ai,2024-10-24,2024-10-24,1,end-of-an-era-openais-agi-readiness,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness,claim_00606
cluster_23c75473f9b8,and undergrads will continue to use generative ai but their pockets aren t deep most likely they will turn to open source competitors,"And undergrads will continue to use generative AI, but their pockets aren’t deep (most likely they will turn to open source competitors).",prediction,predictive,tier_2,general_ai,2023-08-13,2023-08-13,1,what-if-generative-ai-turned-out,https://garymarcus.substack.com/p/what-if-generative-ai-turned-out,claim_00222
cluster_ecbd3bda198f,and they perhaps a bit more optimistic about the pace of ai progress than i add we don t think our results represent a fundamental limitation in model capability or rule out a rapid change in the metric being studied soon time will tell,"And they, perhaps, a bit more optimistic about the pace of AI progress than I, add “We don’t think our results represent a fundamental limitation in model capability, or rule out a rapid change in the metric being studied soon.” Time will tell.",prediction,predictive,tier_2,general_ai,2025-07-10,2025-07-10,1,breaking-news-ai-coding-may-not-be,https://garymarcus.substack.com/p/breaking-news-ai-coding-may-not-be,claim_00891
cluster_e5d452e070e9,and there is just no way for the product they actually know how build as opposed to the one they fantasize about to live up to those expectations when all is said and done my best guess is that generative ai will have done significantly more harm to society than good,"And there is just no way for the product they actually know how build — as opposed to the one they fantasize about — to live up to those expectations. § When all is said and done, my best guess is that generative AI will have done significantly more harm to society than good.",prediction,predictive,tier_2,ai_safety,2026-02-23,2026-02-23,1,turns-out-generative-ai-was-a-scam,https://garymarcus.substack.com/p/turns-out-generative-ai-was-a-scam,claim_01133
cluster_cdef4ea5a279,and there is a possible world in which we take a breath and ask how we can build a better more reliable ai that can actually serve society taking steps to make sure that it is used safely equitably and without causing harm ai doesn t have to lead to dystopia,"And there is a possible world in which we take a breath and ask how we can build a better, more reliable AI that can actually serve society, taking steps to make sure that it is used safely, equitably, and without causing harm. § AI doesn’t have to lead to dystopia.",capability,causal,tier_2,ai_safety,2024-12-05,2024-12-05,1,two-visions-of-ais-future,https://garymarcus.substack.com/p/two-visions-of-ais-future,claim_00633
cluster_fc1ac952b81b,and that my readers is a microcosm of the deepest problem in llm based approaches to ai this is not just a problem with chatgpt by the way,"And that, my readers, is a microcosm of the deepest problem in LLM-based approaches to AI. § This is not just a problem with ChatGPT, by the way.",technical_assessment,descriptive,tier_3,llms,2025-11-18,2025-11-18,1,generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread,claim_01008
cluster_4a958ac1bb50,and sure other kinds of intelligence probably do exist in the cosmos agi is unlikely to be exactly humanlike but i don t see being a replica is a necessity adaptivity is key and that is probably achievable by multiple means,"(And sure, other kinds of intelligence probably do exist in the cosmos; AGI is unlikely to be exactly humanlike, but I don’t see being a replica is a necessity; adaptivity is key, and that is probably achievable by multiple means).",technical_assessment,descriptive,tier_3,agi,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,claim_00120
cluster_91bf1f166eda,and so against the tremendous optimism for gpt 4 that i have heard from much the ai community here are seven dark predictions gpt 4 will still like its predecessors be a bull in a china shop reckless and hard to control,"And so, against the tremendous optimism for GPT-4 that I have heard from much the AI community, here are seven dark predictions: GPT-4 will still, like its predecessors, be a bull in a china shop, reckless and hard to control .",prediction,predictive,tier_2,llms,2023-02-15,2023-02-15,1,what-to-expect-when-youre-expecting,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting,claim_00099
cluster_f7d3fbcb8ab4,and realized that loading up on ai infrastructure that is likely to rapidly depreciate might be premature and not the massive competitive or economic advantage many once people thought it was,And realized that loading up on AI infrastructure that is likely to rapidly depreciate might be premature — and not the massive competitive or economic advantage many once people thought it was.,technical_assessment,descriptive,tier_3,general_ai,2025-12-09,2025-12-09,1,has-the-chinese-government-figured,https://garymarcus.substack.com/p/has-the-chinese-government-figured,claim_01051
cluster_6f81592e7e7a,and pretending that they might is not going to get us closer to safe ai,And pretending that they might is not going to get us closer to safe AI.,technical_assessment,descriptive,tier_3,general_ai,2023-10-05,2023-10-05,1,muddles-about-models,https://garymarcus.substack.com/p/muddles-about-models,claim_00286
cluster_436e4a7752c7,and of course we all acknowledge that genai can be used for coding and brainstorming the question is always whether the constantly extolled benefits outweigh the costs in these paragraphs newton also completely sidesteps the extent to which he misrepresented virtually the entire field ai skepticism that he intended to criticize,"(And of course we all acknowledge that GenAI can be used for coding and brainstorming; the question is always whether the constantly-extolled benefits outweigh the costs.) In these paragraphs, Newton also completely sidesteps the extent to which he misrepresented virtually the entire field (AI skepticism) that he intended to criticize.",technical_assessment,descriptive,tier_2,general_ai,2024-12-11,2024-12-11,1,casey-newton-strikes-out,https://garymarcus.substack.com/p/casey-newton-strikes-out,claim_00651
cluster_65ebadee5e33,and not one that we should want as i wrote on twitter a couple years ago we need to invent then a new breed of ai systems that mix an awareness of the past with values that represent the future that we aspire to,"And not one that we should want. § As I wrote on Twitter a couple years ago, we need to “ invent then a new breed of AI systems that mix an awareness of the past with values that represent the future that we aspire to.",policy,normative,tier_3,general_ai,2023-10-14,2023-10-14,1,race-statistics-and-the-persistent,https://garymarcus.substack.com/p/race-statistics-and-the-persistent,claim_00299
cluster_866684fd1313,and not just because that a bots claiming to have a sister is chatbot garbage,And not just because I think that a bots claiming to have a sister is chatbot garbage.,technical_assessment,causal,tier_3,general_ai,2026-02-01,2026-02-01,1,openclaw-aka-moltbot-is-everywhere,https://garymarcus.substack.com/p/openclaw-aka-moltbot-is-everywhere,claim_01113
cluster_2ac2153a0aec,and leaving more and more code writing to generative ai which grasps syntax but not meaning as a new benchmark from stephen wolfram shows is not the answer either,"And leaving more and more code writing to generative AI, which grasps syntax but not meaning, as a new benchmark from Stephen Wolfram shows , is not the answer, either.",technical_assessment,descriptive,tier_2,general_ai,2024-07-19,2024-07-19,1,dont-look-up-the-massive-microsoftcrowdstrike,https://garymarcus.substack.com/p/dont-look-up-the-massive-microsoftcrowdstrike,claim_00527
cluster_16037e228235,and it is not even clear that llms do this any better at this than the many other older techniques studied in 2017 i asked ernie davis about the new paper and he wrote back a couple hours later with a razor sharp email pointing out that even if you charitably called the findings that gurnee and tegmark documented a model the system as a whole probably doesn t actually use that much downstream,"(And it is not even clear that LLMs do this any better at this than the many other older techniques studied in 2017.) § I asked Ernie Davis about the new paper, and he wrote back a couple hours later with a razor-sharp email, pointing out that even if you charitably called the findings that Gurnee and Tegmark documented a “model”, the system as a whole probably doesn’t actually use that (much) downstream.",prediction,predictive,tier_1,llms,2023-10-05,2023-10-05,1,muddles-about-models,https://garymarcus.substack.com/p/muddles-about-models,claim_00280
cluster_8e34ea77937a,and it is increasingly looking like llms on their own are not the answer to agi which is exactly what i was arguing,And it is increasingly looking like LLMs on their own are not the answer to AGI — which is exactly what I was arguing..,technical_assessment,descriptive,tier_3,agi,2024-03-10,2024-03-10,1,two-years-later-deep-learning-is,https://garymarcus.substack.com/p/two-years-later-deep-learning-is,claim_00433
cluster_fe004b08480c,and it gets at some important realities about current ai that aren t fully appreciated,And it gets at some important realities about current AI that aren't fully appreciated.,technical_assessment,descriptive,tier_3,general_ai,2023-02-14,2023-02-14,1,how-come-smart-assistants-have-virtually,https://garymarcus.substack.com/p/how-come-smart-assistants-have-virtually,claim_00074
