cluster2_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,occurrences,distinct_posts,horizon_values,goalpost_shift_candidate,representative_quote,supporting_claim_ids,source_urls
cluster2_7b2739eefbc4,nobody_acknowledged_clear_impression,openai,predictive,prediction,tier_2,2023-11-26,2023-11-26,1,1,,no,"(And if the OpenAI staff leaves, nobody will offer much for what’s left over.) There has never been a solution to the hallucination problem, and it’s not clear that there will be until we find a new paradigm, as Altman himself partly acknowledged last week, when he did his best Gary Marcus impression .",claim_00349,https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably
cluster2_73d648280bd5,possible_benefit_technology_humanity,openai,descriptive,technical_assessment,tier_3,2023-12-07,2023-12-07,1,1,,no,"OpenAI swore to the State of California that their goal was to build safe AI technology and to sure that AI’s benefits would be “widely and evenly distribution as possible” and that their goal was “to benefit humanity as a whole”, and that they would “openly share … plans and capabilities along the way”.",claim_00359,https://garymarcus.substack.com/p/not-consistently-candid
cluster2_806f90c5d70b,off_delicate_existing_bit,openai,predictive,prediction,tier_2,2024-01-08,2024-01-08,1,1,,no,"In the interest of protecting delicate ears, I will quote only the less off-color opening bit here. § OpenAI’s lobbying campaign, simply put, is based on a false dichotomy (give everything to us free or we will die)—and also a threat: either we get to use all the existing IP we want for free, or you won’t get to generative AI anymore.",claim_00364,https://garymarcus.substack.com/p/the-desperate-race-to-save-generative
cluster2_e87a69c65c1d,possible_investigate_wanted_won,openai,descriptive,industry_market,tier_2,2024-01-10,2024-01-10,1,1,,no,"There was a competition here and the faction that won wanted to pursue profit.” If the State of California chooses to investigate, one possible outcome could be that the State of California could force OpenAI to dissolve the nonprofit parent, making a distribution, conceivably measured in the billions of dollars, to an external charity (focused in whole or in part on AI).",claim_00369,https://garymarcus.substack.com/p/could-openais-nonprofit-be-forced
cluster2_e0da293833a4,mit_results_word_artificial,openai,predictive,prediction,tier_3,2024-01-27,2024-01-27,1,1,,no,"In an opinion piece at WIRED this week, MIT Economist Daron Acemogulu argued that the the field could be in for a “ great AI disappointment ”, suggesting that “Rose-tinted predictions for artificial intelligence’s grand achievements will be swept aside by underwhelming performance and dangerous results.” Seventh, word on the street at Davos was that after the Fall drama some companies have lost some confidence in OpenAI .",claim_00380,https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch
cluster2_4e56549220ea,all_encounter_generative_public,openai,predictive,prediction,tier_2,2024-01-27,2024-01-27,1,1,,no,"It’s also worth noting that OpenAI is not alone is all of this; many other generative AI companies are likely to encounter intense legal and public pressure this year, around potential cases of copyright infringement.",claim_00381,https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch
cluster2_9f01c504643b,according_tell_media_artificial,openai,descriptive,technical_assessment,tier_1,2024-02-04,2024-02-04,1,1,,no,"According to media reports like Bloomberg’s , there is not much to worry about here: OpenAI’s most powerful artificial intelligence software, GPT-4, poses “at most” a slight risk of helping people create biological threats, according to early tests the company carried out to better understand and prevent potential “ catastrophic ” harms from its technology I am here to tell you that OpenAI’s research, analyzed carefully, shows no such thing, and that there is plenty of reason to be concerned.",claim_00382,https://garymarcus.substack.com/p/when-looked-at-carefully-openais
cluster2_d0519865ab11,certainly_important_performed_even,openai,predictive,prediction,tier_2,2024-02-04,2024-02-04,1,1,,no,"Certainly OpenAI has in no way proven that there is not an important positive relationship between LLM access and capacity to design bioweapons, even if you bought the Bonferonni argument, which you shouldn’t. § OpenAI also performed what I will call a threshold analysis, in which they focus only on people who get at least 8 of 10 correct.",claim_00383,https://garymarcus.substack.com/p/when-looked-at-carefully-openais
cluster2_b4705d69a903,any_important_methodologically_benefit,openai,normative,policy,tier_3,2024-02-04,2024-02-04,1,1,,no,"As OpenAI themselves note, there are a number of important methodological differences, including the types of LLMs used) It should go without saying that any risk-benefit analyses that with respect to the tradeoffs involved in AI needs to reflect studies that are not just methodologically sound but also interpreted accurately.",claim_00385,https://garymarcus.substack.com/p/when-looked-at-carefully-openais
cluster2_9621db5a628f,phenomenon_demonstrably_times_filtered,openai,predictive,prediction,tier_2,2024-02-06,2024-02-06,1,1,,no,"LLMs don’t store things in simple databases, but when presented with enough data, their regeneration of distributed bits has demonstrably duplicated lengthy training materials multiple times, a phenomenon that is called memorization in the field. 2 OpenAI will no doubt by now have filtered this specific example so that it can no longer be replicated, now that it has appeared in a lawsuit.",claim_00391,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest
cluster2_1fa4dc86a1aa,tell_reasons_revolve_jumped,openai,normative,policy,tier_3,2024-02-11,2024-02-11,1,1,,no,"In asking for $7 trillion, it is pretty obvious to most that Sam Altman has jumped the shark . § Here are seven reasons why we should gather together to tell the aspiring young CEO that the world does not—and should not—revolve around him: Energy and Climate : $7 trillion worth of AI infrastructure used to full capacity would use (in precise technical terms) a metric shit ton of energy.",claim_00400,https://garymarcus.substack.com/p/seven-reasons-why-the-world-should
cluster2_ed076d0718c5,know_tell_vastly_even,openai,predictive,industry_market,tier_2,2024-02-11,2024-02-11,1,1,,no,"I know the fantasy here is generative AI will make the whole pie vastly bigger, as far as I can tell running it is so costly OpenAI hasn’t yet even turned a profit.",claim_00401,https://garymarcus.substack.com/p/seven-reasons-why-the-world-should
cluster2_4f97c7f27e47,wrong_equivalent_screenshot_military,openai,descriptive,technical_assessment,tier_2,2024-02-18,2024-02-18,1,1,,no,"The image (a screenshot from fairly static Sora video that Sam Altman generated for MrBeast, in a response to a request for a monkey playing chess in the park) is the visual equivalent of “frequently wrong and never in doubt”, a military expression that very much applies to LLMs.",claim_00414,https://garymarcus.substack.com/p/sora-cant-handle-the-truth
cluster2_6d1d8154005c,board_rather_benefit_purely,openai,normative,policy,tier_3,2024-03-01,2024-03-01,1,1,,no,"Under its new board, it is not just developing but is actually refining an AGI to maximize profits for Microsoft, rather than for the benefit of humanity, … OpenAI, Inc.’s once carefully crafted non-profit structure was replaced by a purely profit-driven CEO and a Board with inferior technical expertise in AGI and AI public policy.",claim_00425,https://garymarcus.substack.com/p/elon-musk-sues-openai
cluster2_ebd6844e45f6,source_2019_paraphrase_dealing,openai,predictive,prediction,tier_1,2024-03-06,2024-03-06,1,1,2019-12-31,no,"In dealing with the above-mentioned inconvenient truths, OpenAI’s preferred narrative historically has been essentially to say (in my paraphrase) “we always intended to open source stuff but eventually, when GPT-2 came out in 2019, decided that it might be too dangerous to release”.",claim_00429,https://garymarcus.substack.com/p/openais-own-goal
cluster2_78181e1324f1,hype_mindblowing_even_cases,openai,predictive,industry_market,tier_1,2024-03-31,2024-03-31,1,1,near_term,no,"So here is my prediction: If OpenAI manages to put out a truly mindblowing GPT-5 this year, the hype will further increase; the bubble won’t burst soon (even if the use cases to justify it aren’t really there).",claim_00444,https://garymarcus.substack.com/p/when-will-the-genai-bubble-burst
cluster2_0f900e372ae1,possible_times_artificial_rules,openai,normative,policy,tier_3,2024-04-08,2024-04-08,1,1,,no,"“hubris and the tragedy of generative AI“ You may have read yesterday’s New York Times report by Cade Metz and others on how many of the biggest AI companies have been cutting ethical corners in a race to gather as much data as possible (“OpenAI, Google and Meta ignored corporate policies, altered their own rules and discussed skirting copyright law as they sought online information to train their newest artificial intelligence systems”).",claim_00454,https://garymarcus.substack.com/p/generative-ai-as-shakespearean-tragedy
cluster2_2add04f7fb36,all_returns_turbo_which,openai,descriptive,technical_assessment,tier_2,2024-04-13,2024-04-13,1,1,,no,"Instead, I see numerous signs that we have reached a period of diminishing returns. § What really got me to thinking about all this was a graph from OpenAI a couple days ago, touting their latest model, GPT 4 Turbo, which I have always suspected was a failed attempt at GPT-5.",claim_00458,https://garymarcus.substack.com/p/evidence-that-llms-are-reaching-a
cluster2_da64b0026320,wrong_work_generative_lot,openai,descriptive,capability,tier_1,2024-04-15,2024-04-15,1,1,,no,"Earlier today on X, Ben Riley wrote (not specific to Khanmigo, but re AI and education more generally), “The cognitive scientist @GaryMarcus describes the behavior of generative AI 'frequently wrong, never in doubt,' and that’s just about the worst quality I can imagine for an educator.” • The Humane AI pin/virtual assistant just doesn’t work well, and a lot of the problem is the underlying AI, which I believe is powered by OpenAI.",claim_00465,https://garymarcus.substack.com/p/ted-ai-and-the-test-of-time
cluster2_a6e467bb6987,sense_system_length_people,openai,predictive,prediction,tier_2,2024-05-05,2024-05-05,1,1,,no,"They might worry that people will lose their jobs, and their sense of well-being; they might worry that the tools of AI might be misused for nefarious purposes, as OpenAI themselves detailed at great length in the 60 page GPT-4 System Card .",claim_00480,https://garymarcus.substack.com/p/the-sam-altman-playbook
cluster2_51054f5db7aa,generative_play_genuinely_material,openai,predictive,prediction,tier_3,2024-05-05,2024-05-05,1,1,,no,"One might also wonder whether AI will genuinely create abundance, longevity, etc, and further whether Generative AI, the only form of AI that OpenAI happens to specialize in, will play a material role in such advances.",claim_00482,https://garymarcus.substack.com/p/the-sam-altman-playbook
cluster2_a4480c60ffe9,off_important_synthesis_which,openai,descriptive,technical_assessment,tier_2,2024-05-13,2024-05-13,1,1,,no,"GPT-4o hot take: • The speech synthesis is terrific, reminds me of Google Duplex (which never took off). but • If OpenAI had GPT-5, they have would shown it. • They don’t have GPT-5 after 14 months of trying. • The most important figure in the blogpost is attached below.",claim_00485,https://garymarcus.substack.com/p/hot-take-on-openais-new-gpt-4o
cluster2_9f52dbf3b8f3,according_fortune_safety_report,openai,descriptive,technical_assessment,tier_1,2024-05-26,2024-05-26,1,1,,no,"OpenAI promised to devote 20% of its efforts to AI safety, but never delivered , according to a recent report by Jeremy Kahn at Fortune.",claim_00491,https://garymarcus.substack.com/p/what-should-we-learn-from-openais
cluster2_fa16cd8dc27a,according_fired_words_equivalent,openai,predictive,prediction,tier_1,2024-06-05,2024-06-05,1,1,2027-12-31,no,"Apparently OpenAI’s internal roadmap alleged that AGI would be achieved by 2027, according to the suddenly ubiquitous Leopold Aschenbrenner (recently fired by OpenAI, previous employed by SBF), who yesterday published the math to allegedly justify it: I was going to write a Substack about how naive and problematic the graph was, but I am afraid somebody else has beaten me to it: § Well, ok I will add a few words: GPT-4 is not actually equivalent to a smart high schooler.",claim_00505,https://garymarcus.substack.com/p/agi-by-2027
cluster2_5023e5f72ee3,met_said_next_happen,openai,descriptive,technical_assessment,tier_2,2024-08-05,2024-08-05,1,1,,no,"OpenAI tempered expectations for its next event, and said we wouldn’t see GPT-5 then. [See my June essay, “ The Great AI Retrenchment has begun ”, “ It was always going to happen; the ludicrously high expectations from last 18 ChatGPT-drenched months were never going to be met.",claim_00552,https://garymarcus.substack.com/p/august-5-2024-a-big-day-in-tech
cluster2_b0152b5d1e71,board_couldn_said_which,openai,predictive,prediction,tier_2,2024-08-06,2024-08-06,1,1,,no,"(Brockman’s extended leave shocks me the most.) The board, which basically said it couldn’t trust Sam, may have had a point. § I said it before, and I will say it again: OpenAI could wind up being seen as the WeWork of AI.",claim_00555,https://garymarcus.substack.com/p/the-openai-plot-thickens
cluster2_1df91ebe1fd2,any_safety_rather_even,openai,predictive,prediction,tier_2,2024-08-23,2024-08-23,1,1,,no,"A federally-driven set of AI policies, rather than a patchwork of state laws, will foster innovation and position the U.S. to lead the development of global standards.” To Saunders, this about-face was pretty familiar and pretty emblematic: it’s one thing for OpenAI to talk about safety approvingly in public, another for it to accept any external control whatsoever on its actions, or even to honor its commitments internally.",claim_00570,https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
cluster2_318d5d179c5f,succeed_torpedoing_executive_silicon,openai,predictive,prediction,tier_1,2024-08-23,2024-08-23,1,1,,no,"Unfortunately, if OpenAI (and others in Silicon Valley) succeed in torpedoing SB-1047, self-regulation is in many ways what we will be left with (especially when efforts at Federal regulation, aside from the Biden administration AI Executive Order, are moving so slowly).",claim_00571,https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
cluster2_2578113b4e2e,out_together_all_code,openai,predictive,prediction,tier_2,2024-09-12,2024-09-12,1,1,,no,"I promise it will all come together in a moment. ¶ OpenAI’s latest, GPT o1, code named Strawberry, came out ..",claim_00579,https://garymarcus.substack.com/p/gary-marcus-vs-sam-altman-on-gpt
cluster2_0a0af98cec93,materialized_solve_none_technology,openai,predictive,capability,tier_1,2024-10-05,2024-10-05,1,1,,no,"We have been told that AI will “solve physics” (per Sam Altman), make major breakthroughs in medicine, battery technology, etc, but so far none of that has materialized.",claim_00585,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
cluster2_7f7594e2a3cb,topics_telling_expects_conclusion,openai,normative,policy,tier_3,2024-10-24,2024-10-24,1,1,,no,"But as @renormalized tweeted : I'd be surprised if Miles expects to have nothing new to say on these topics in the future, so if he's finished telling OpenAI execs about what they need to do re: AI policy (especially the need for regulation), the natural conclusion is that he saw they weren't listening.",claim_00596,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_7171e264b739,telling_safety_getting_doing,openai,descriptive,technical_assessment,tier_2,2024-10-24,2024-10-24,1,1,,no,"But here’s a different hypothesis: If you worked at OpenAI on safety and governance and found that you were not getting the resources and prioritization you thought were appropriate, there’s value in telling the rest of the world, as doing so increases pressure on the organization to change its practices and may make regulation more likely.",claim_00598,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_9731bedc87e3,making_all_safety_forward,openai,descriptive,technical_assessment,tier_1,2024-10-24,2024-10-24,1,1,,no,"But if the culture and leadership aren’t immovable, then making it more likely that all the really serious safety people avoid OpenAI going forward could be bad!",claim_00600,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_305ce01dd76b,idea_advanced_researcher_varieties,openai,normative,policy,tier_3,2024-10-24,2024-10-24,1,1,,no,"Altman , Anthropic CEO Dario Amodei , and former OpenAI researcher Leopold Aschenbrenner have prominently advanced varieties of the idea that democracies must ‘prevail’ over China in a race to build superhuman AI systems.",claim_00604,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_fa5e82646598,chatterji_team_economist_pamela,openai,predictive,prediction,tier_3,2024-10-24,2024-10-24,1,1,,no,"The Economic Research team, which until recently was a sub-team of AGI Readiness led by @pamela, will be moving under Ronnie Chatterji, OpenAI's new Chief Economist.",claim_00607,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_cc88222ba771,any_nobody_times_right,openai,predictive,capability,tier_1,2024-10-30,2024-10-30,1,1,,no,"It’s just fantasy to imagine selling 200 times as many humanoid robots in the nearish term when nobody knows how to build a single safe, reliable, generally useful humanoid right now, at any price.” At the same venue, Elon Musk said confidently (after acknowledging that the future that is not fully knowable), “ I feel comfortable saying that that AI is getting 10 times better each year ” – never specifying any measure that supports this claim (is OpenAI’s o1 100 times better than GPT4?",claim_00609,https://garymarcus.substack.com/p/an-epidemic-of-weirdly-precise-ai
cluster2_6709a62b1005,scaling_general_intelligence_artificial,openai,predictive,industry_market,tier_3,2024-11-09,2024-11-09,1,1,,no,"Sky high valuation of companies like OpenAI and Microsoft are largely based on the notion that LLMs will, with continued scaling, become artificial general intelligence.",claim_00613,https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached
cluster2_1130030bbd81,any_doubly_soon_happen,openai,causal,prediction,tier_2,2024-12-08,2024-12-08,1,1,near_term,no,"Likewise, an AI with a known tendency to hallucinate things can be used to target weapon (this as may happen soon, given the recent announcement that OpenAI will collaborate with Anduril). • Newton deeply and doubly misrepresents me in this key passage: ““Therefore, superintelligence is unlikely to arrive any time soon, if ever.",claim_00643,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
cluster2_67d51eb2dda8,possible_tasks_may_even,openai,descriptive,technical_assessment,tier_2,2025-01-07,2025-01-07,1,1,,no,"In domains where that’s not possible, o1 may not even be that much better than GPT-4 (e.g on some language tasks), as you can see if you read OpenAI’s reports carefully .",claim_00689,https://garymarcus.substack.com/p/sam-altman-thinks-that-agi-is-basically
cluster2_3af7213a335f,multiple_something_entirely_lot,openai,predictive,prediction,tier_3,2025-01-22,2025-01-22,1,1,,no,"Like a lot of what Sam says, this is based on the conjecture, or in this case multiple conjectures: The entirely speculative conjecture that LLMs or something else OpenAI figures out how to be build will be enormously profitable.",claim_00712,https://garymarcus.substack.com/p/hot-take-on-an-ai-catfight
cluster2_71770901a837,know_reasons_losing_altman,openai,predictive,prediction,tier_2,2025-01-26,2025-01-26,1,1,near_term,no,"Altman has already cut prices twice in the last few days , and we already know from his own testimony that OpenAI has been losing money on ChatGPT Pro ; as Grady Booch observed on X, “Now he’ll be losing money faster.” I have said it before, and I will say it again—OpenAI may well become the WeWork of AI. § Nvidia could soon take a serious hit, too, for two reasons.",claim_00714,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over
cluster2_3a30a47e741b,impressive_maybe_eventually_led,openai,predictive,prediction,tier_2,2025-01-26,2025-01-26,1,1,,no,"GPT-5 or a similarly impressive model will come eventually, perhaps led by OpenAI, a Chinese company, or maybe a competitor like Google will get there first.",claim_00719,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over
cluster2_ea98392d5e11,times_work_rather_ended,openai,predictive,capability,tier_1,2025-02-13,2025-02-13,1,1,,no,"Instead, OpenAI will be throwing the kitchen sink at future efforts to build GPT-5 , including “test-time-compute”, a new approach that involves longer, more expensive inference times rather than “constant time inference” of GPT-4-like models, as well as (I suspect) massive amounts of synthetic data, which appears to work better for semi-closed domains like math and coding than in the open-ended real world.",claim_00735,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure
cluster2_ed7fd5513b78,way_beyond_company_universe,openai,descriptive,industry_market,tier_1,2025-05-17,2025-05-17,1,1,,no,"Here, fully modern and way beyond parody, is Sam Altman — whose company, mind you, has never turned a profit — promising to use AI to capture the value of a large fraction of the entire universe (the earth’s l ight cone , to be exact).",claim_00836,https://garymarcus.substack.com/p/self-modern-post-parody
cluster2_65cade629881,considered_all_bank_laughing,openai,descriptive,technical_assessment,tier_2,2025-05-22,2025-05-22,1,1,,no,"Sam Altman is laughing his way all the way to the bank. § Another political model – working with China, is never even considered.",claim_00854,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_d926be18ff5c,fought_why_essay_explains,openai,normative,policy,tier_3,2025-07-13,2025-07-13,1,1,2025-12-31,no,"This essay explains what neurosymbolic AI is, why you should believe it, how deep learning advocates long fought against it, and how in 2025, OpenAI and xAI have accidentally vindicated it.",claim_00901,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_94044be77927,already_neurosymbolic_doing_public,openai,descriptive,technical_assessment,tier_3,2025-07-13,2025-07-13,1,1,,no,"It’s likely that OpenAI, Anthropic and others are already doing more neurosymbolic AI than they actually make public.",claim_00913,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_66b70047be4d,any_results_methodology_acknowledge,openai,predictive,prediction,tier_2,2025-07-22,2025-07-22,1,1,,no,"Related to this, I will not be commenting on any self-reported AI competition performance results for which the methodology was not disclosed in advance of the competition."" That is to say, Tao is refusing to acknowledge (or even name) OpenAI and its accomplishment at all.",claim_00932,https://garymarcus.substack.com/p/deepmind-and-openai-achieve-imo-gold
cluster2_074e22abb29c,via_rather_word_wait,openai,descriptive,technical_assessment,tier_3,2025-08-03,2025-08-03,1,1,,no,Astra is in beta (or perhaps alpha) only available via a “wait list for trusted testers .” OpenAI actually released their ChatGPT agen t [rather unconventionally the word agent is not capitalized in the name].,claim_00947,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been
cluster2_3ebb16bd341e,telling_all_getting_information,openai,descriptive,technical_assessment,tier_2,2025-08-03,2025-08-03,1,1,,no,"One of the week’s most telling reports came from The Information , which, drawing on a scoop at OpenAI, basically affirmed what I have been saying all along (albeit without citing my earlier analyses): pure scaling is not getting us to AGI; returns are diminishing.",claim_00950,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been
cluster2_643d1bcedf0b,results_rather_forward_something,openai,predictive,prediction,tier_1,2025-08-07,2025-08-07,1,1,,no,"Grok 4 beats it on ARC-AGI-2 results) • OpenAI conveniently forgot to include this comparison (ARC-AGI-2) in their livestream recital of benchmark progress, which left the livestream looking like marketing rather than science. • Fan will still find something to rejoince in, but GPT-5 is not the huge leap forward people long expected. • Lots of questions TBD about real-world performance. • GPT-5 is obviously not AGI.",claim_00954,https://garymarcus.substack.com/p/gpt-5-hot-take
cluster2_962e55305f45,dropping_question_poll_end,openai,predictive,prediction,tier_2,2025-08-09,2025-08-09,1,1,,no,"On the question of “which company [will have] the best AI model at the end of August”, a Polymarket poll charted OpenAI dropping from 75% to 14% in the space of an hour .",claim_00957,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming
cluster2_569ba24850cf,sense_challenges_prominent_set,openai,descriptive,technical_assessment,tier_2,2025-12-01,2025-12-01,1,1,,no,"(See my last essay on OpenAI cofounder Ilya Sutskever for one prominent example.) The truth is that ChatGPT has never grown up, in the sense of addressing the core challenges that I have set out.",claim_01040,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_e4292691b51f,work_hindsight_who_coming,openai,predictive,capability,tier_1,2025-12-01,2025-12-01,1,1,,no,"That was never going to work. § If things do go belly-up, and the whole economy falls into recession, the single biggest culprit in my mind, will be ChatGPT’s human avatar, its bullshit-spewing CEO Sam Altman, who hyped GPT-5 endlessly for years, pretending he knew that AGI was coming when in hindsight he was bluffing.",claim_01042,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_1495ca5fa102,moat_least_both_paragraph,openai,descriptive,technical_assessment,tier_2,2026-01-13,2026-01-13,1,1,,no,But perhaps the most prescient paragraph was this one about how LLMs were likely to become commodities: … at least so far OpenAI lacks both profits and a moat .,claim_01098,https://garymarcus.substack.com/p/the-rapid-rise-and-slow-decline-of
cluster2_e9ebc7772031,circular_objection_collapse_part,openai,predictive,prediction,tier_3,2026-02-05,2026-02-05,1,1,,no,"My only objection is to the second part of the subheadline, “Apparent collapse of Nvidia–OpenAI tie-up raises questions about circular funding and who will bear the cost of AI’s expansion”.",claim_01120,https://garymarcus.substack.com/p/is-the-great-ai-meltdown-imminent
cluster2_e7f408dc6074,ads_even_gather_funny,openai,predictive,prediction,tier_3,2026-02-08,2026-02-08,1,1,,no,"But not to Claude.”) Even Sam Altman admits that it’s funny : From what I gather, OpenAI will run some ads, too.",claim_01121,https://garymarcus.substack.com/p/super-bowl-matchup-anthropic-vs-openai
cluster2_845ab3a24e71,several_times_suggested_seen,openai,predictive,prediction,tier_1,2026-02-13,2026-02-13,1,1,2023-12-31,no,"Will OpenAI someday be seen as the WeWork of AI, as I have suggested several times, as far as back as late 2023 ?",claim_01127,https://garymarcus.substack.com/p/breaking-openai-is-probably-toast
cluster2_4d1408b05644,sense_onto_longstanding_even,openai,predictive,prediction,tier_3,2026-02-27,2026-02-27,1,1,,no,"Even with Nvidia and other propping them up, I hold onto my longstanding sense that there is a good chance that OpenAI will someday be seen as the WeWork of AI.",claim_01148,https://garymarcus.substack.com/p/does-openais-new-financing-make-sense
cluster2_811ddefdca0b,calls_supply_driving_level,tesla,normative,policy,tier_3,2023-02-11,2023-02-11,1,1,,no,"It calls its stuff “Autopilot” and “Full Self Driving”, but it tells the state of California that it doesn’t need to supply self-driving intervention rates because it’s software is actually only Level 2.",claim_00043,https://garymarcus.substack.com/p/will-tesla-ever-solve-full-self-driving
cluster2_94e93c1522c8,said_see_2029_example,tesla,predictive,prediction,tier_1,2023-02-13,2023-02-13,1,1,2029-12-31,no,"Elon Musk, for example, recently said that it was more likely than not that we would see AGI by 2029 .",claim_00048,https://garymarcus.substack.com/p/did-googleai-just-snooker-one-of
cluster2_9322bc482b25,already_beyond_which_well,tesla,predictive,prediction,tier_3,2023-02-13,2023-02-13,1,1,,no,"Second, there was very little vision for how Tesla would build the cognitive part of the AI they will need, beyond the basics of motor control (which Boston Dynamics already does so well), nor much recognition about why robotics is so hard in the real world.",claim_00060,https://garymarcus.substack.com/p/sub-optimal
cluster2_77588a6075da,solving_weak_alt_musk,tesla,causal,capability,tier_1,2023-02-13,2023-02-13,1,1,,no,"At one point, in the question period, Musk argued that Tesla was likely to contribute to AI (and solve whatever needs solving) because it would have the most data and and the compute, weak version of the implausible alt intelligence hypothesis I discussed in May .",claim_00061,https://garymarcus.substack.com/p/sub-optimal
cluster2_1b8ac6d5eda5,reasons_bit_achievable_seem,tesla,descriptive,technical_assessment,tier_1,2023-02-13,2023-02-13,1,1,2022-12-31,no,"I am optimistic this is achievable in less than 5 years considering @Tesla innovation in AI space @elonmusk 1:28 AM · Sep 28, 2022 1 Like My own followers are (perhaps not surprisingly) a bit less sanguine: With tongue slightly in cheek, but genuine skepticism, here my Top 5 reasons why my own expectations are quite low: Reading tea leaves is not really my business, but sometimes the signs seem hard to miss .",claim_00070,https://garymarcus.substack.com/p/top-5-reasons-teslas-optimus-announcement
cluster2_202e102ef045,dropping_reasonable_bit_sixpack,tesla,normative,policy,tier_3,2023-08-20,2023-08-20,1,1,,no,"Dropping from “as smart as the Star Trek computer” to better than Joe Sixpack should not be our goal. § Things have actually changed, quite a bit, in a subtle way.A year and half ago, when I offered Elon Musk a bet about when AGI would come , the field generally thought my criteria were reasonable.",claim_00242,https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent
cluster2_a9edd6a0c658,times_infamous_people_viktoria,tesla,predictive,prediction,tier_3,2023-09-21,2023-09-21,1,1,,no,"New York Times analysis of the latest chatbot , yesterday Friday will be six months after the infamous “pause letter ”, signed by Yoshua Bengio, myself, Steve Wozniak, Rachel Bronson, Viktoria Krakovna, Tristan Harris, Gillian Hadfield, Ian Hogarth, Elon Musk, and tens of thousands of other people.",claim_00265,https://garymarcus.substack.com/p/six-months-after-the-pause-letter
cluster2_4b6ffb32c0f5,know_sometimes_crash_chatbot,tesla,predictive,prediction,tier_2,2023-10-10,2023-10-10,1,1,,no,"I know for example that Elon Musk is still alive, but sometimes a chatbot will say that he died in a car crash.",claim_00292,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that
cluster2_a1e9ea1af4cc,reliability_moonlighting_idea_even,tesla,predictive,prediction,tier_2,2023-11-05,2023-11-05,1,1,this_decade,no,"Driver-assist (a la Tesla) with humans in the loop may well stay, occasionally causing fatal accidents, given its lack of reliability, but the idea of using your car moonlighting as a self-driving taxi is not happening this decade, maybe not even next.",claim_00338,https://garymarcus.substack.com/p/rethinking-driverless-cars
cluster2_d82f49ebd26b,meanwhile_pointed_podcast_morning,tesla,normative,policy,tier_3,2024-04-09,2024-04-09,1,1,,no,"When another Tesla fan asked me about it, I took the challenge and articulated three concerns: § Meanwhile, Wyatt Walls just pointed out some gruesome facts about LLMs and summarization: https://arxiv.org/pdf/2404.01261.pdf § Bonus track: Politico Tech interviewed me this morning on their podcast: The new article on AI policy that we discussed will be out tomorrow, at Politico.",claim_00456,https://garymarcus.substack.com/p/24-hours-in-ai-news
cluster2_b82b3dddd801,hated_ridicule_wall_infamous,tesla,descriptive,technical_assessment,tier_2,2024-06-01,2024-06-01,1,1,,no,The ridicule started with my infamous “Deep Learning is Hit a Wall” essay (recently reevaluated here ); the deep learning world hated it so much they went a-meming; my personal favorite was always Joscha Bach’s stomping robot — reposted this morning by Elon Musk to his audience of millions.,claim_00499,https://garymarcus.substack.com/p/26-months-of-ridicule-and-failure
cluster2_6977692b60f6,any_said_artificial_who,tesla,predictive,prediction,tier_1,2025-01-01,2025-01-01,1,1,2022-12-31,no,"Predtictions made here on Christmas Day, 2022 25 Predictions for 2025 As against Elon Musk who said, in April 2024 with respect to the end of 2025 “ My guess is that we'll have AI that is smarter than any one human probably around the end of next year [ie. end of 2025]”, here my own predictions for where we will be at the end of this year: High confidence We will not see artificial general intelligence this year, despite claims by Elon Musk to the contrary.",claim_00669,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
